rougher	easier	easier
doctor's	heroic	heroic
doctor	!	!
governor's	congressman	congressman
governor	judiciary	judiciary
author's	!	!
author	girl	girl
dollar's	!	!
dollar	girl	girl
mother's	!	!
mother	strange	strange
woman's	!	!
woman	girl	girl
center's	!	!
center	girl	girl
nation's	!	!
nation	employer	employer
husband's	!	!
husband	wife,	wife,
artist's	!	!
artist	wife,	wife,
play's	!	!
play	wife,	wife,
game's	!	!
game	wife,	symptoms
person's	!	!
person	medical	medical
world's	!	!
world	medical	medical
driver's	!	!
driver	hospital,	hospital,
jury's	!	!
jury	hospital,	hospital,
administration's	!	!
administration	hospital,	hospital,
bank's	!	!
bank	few	few
everyone's	!	!
everyone	few	few
area's	!	!
area	few	few
family's	!	!
family	few	few
team's	!	!
team	company's	company's
dollar's	$1	english-language
dollar	!	!
weekend's	millennium	millennium
weekend	!	!
program's	programme	programme
program	!	!
school's	school's	school's
school	city	city
jury's	acclaim	acclaim
jury	!	!
husband's	!	!
husband	park,	park,
wife's	!	!
wife	park,	park,
network's	!	!
network	network	company's
doctor's	!	!
doctor	park,	park,
team's	!	!
team	company's	company's
night's	afternoon	afternoon
night	!	!
baseball's	album's	album's
baseball	!	!
company's	company.	company.
company	crazy	flag
book's	review"	poems
book	!	!
governor's	secretary	coach:
governor	contested	contested
child's	!	!
child	judge	judge
building's	!	!
building	judge	judge
bank's	!	!
bank	judge	judge
man's	!	!
man	person's	person's
life's	!	!
life	judge	judge
master's	!	!
master	doctorate	doctorate
project's	!	!
project	life,	life,
boy's	!	!
boy	life,	life,
attorney's	!	!
attorney	life,	life,
area's	!	!
area	life,	life,
council's	!	!
council	association.	association.
artist's	!	!
artist	association.	association.
doctor's	!	!
doctor	association.	association.
governor's	!	!
governor	association,	association,
book's	!	!
book	association.	association.
today's	!	!
today	fantasy	fantasy
system's	!	!
system	memoir	memoir
council's	!	!
council	memoir	memoir
state's	!	!
state	company's	company's
son's	!	!
son	memoir	memoir
museum's	museum,	iran.
museum	!	!
child's	juvenile	sexual
child	!	!
family's	family.	family.
family	property,	property,
band's	bands	bands
band	albums	albums
book's	weekly"	weekly"
book	!	!
council's	!	!
council	building,	building,
man's	!	!
man	developing	developing
everyone's	!	!
everyone	building,	building,
world's	!	!
world	building,	building,
market's	!	!
market	building,	building,
state's	!	!
state	autumn	autumn
month's	!	!
month	winter	winter
department's	!	!
department	winter	winter
family's	!	!
family	winter	winter
patient's	!	!
patient	winter	winter
husband's	!	!
husband	her	her
night's	!	!
night	chronic	patients
club's	!	!
club	diagnosis	symptoms
judge's	!	!
judge	chronic	patients
town's	!	!
town	symptoms	symptoms
tonight's	!	!
tonight	guilty	guilty
board's	!	!
board	guilty	guilty
dollar's	!	!
dollar	guilty	guilty
summer's	!	!
summer	guilty	guilty
party's	!	!
party	party	company's
hospital's	!	!
hospital	system,	system,
husband's	!	!
husband	system,	system,
woman's	!	!
woman	system,	system,
state's	!	!
state	system,	system,
show's	!	!
show	system,	system,
mayor's	!	!
mayor	you,	you,
agency's	!	!
agency	you,	you,
show's	!	!
show	film's	film's
station's	!	!
station	company's	company's
area's	!	!
area	you,	you,
building's	!	!
building	son	son
life's	!	!
life	son	son
company's	!	!
company	company’s	company
union's	!	!
union	son	son
school's	!	!
school	daughter,	daughter,
church's	church.	presbyterian
church	democracy	democracy
author's	editor,	smith.
author	!	!
night's	morning	morning
night	!	!
driver's	contestant	linebacker
driver	!	!
jury's	makeup	makeup
jury	!	!
district's	!	!
district	company's	company's
summer's	!	!
summer	author,	author,
state's	!	!
state	company's	company's
son's	!	!
son	author,	author,
everyone's	!	!
everyone	author,	author,
country's	!	!
country	creature	weapons
board's	!	!
board	boy	boy
industry's	!	!
industry	boy	boy
mother's	!	!
mother	snake	snake
commission's	!	!
commission	boy	boy
nation's	!	!
nation	registry	registry
couple's	!	!
couple	mike	mike
project's	!	!
project	mike	mike
patient's	!	!
patient	mike	mike
family's	!	!
family	ralph	relations,
district's	!	!
district	evening	meal
nation's	!	!
nation	meal	meal
station's	!	!
station	weekday	weekday
club's	!	!
club	performance	performance
son's	!	!
son	evening	evening
tonight's	!	!
tonight	lawyer	lawyer
country's	!	!
country	world's	world's
community's	!	!
community	lawyer	lawyer
father's	!	!
father	her	her
administration's	!	!
administration	lawyer	lawyer
mayor's	!	!
mayor	played	played
girl's	!	!
girl	played	played
community's	!	!
community	played	played
department's	!	!
department	played	played
family's	!	!
family	perform	perform
boy's	!	!
boy	morning	morning
film's	!	!
film	show's	show's
wife's	!	!
wife	morning	morning
family's	!	!
family	weekend	weekend
program's	!	!
program	morning	morning
region's	!	!
region	$1	$1
month's	!	!
month	$1	$1
bank's	!	!
bank	$1	$1
play's	!	!
play	$1	$1
union's	!	!
union	$1	$1
returned	is	returned
return	willing	willing
returns	was	originates
return	dramatically	dramatically
returned	returned	returned
returns	moved	moved
determined	is	is
determine	be.	detect
determines	corresponds	corresponds
determine	!	!
determined	!	!
determines	corresponds	corresponds
ensured	is	undertook
ensure	be.	be.
ensures	belongs	belongs
ensure	!	!
ensured	!	!
ensures	means	means
decided	is	(january
decide	able	able
decides	was	manages
decide	be.	be.
decided	decided	decided
decides	agreed	agreed
ended	is	abolition
end	ended,	ended,
ends	was	ends
end	be.	be.
ended	1875	1875
ends	ending	ending
supported	support,	duties.
support	accept	accept
supports	support,	support,
support	allow	allow
supported	expelled	expelled
supports	argues	argues
raised	raised	raised
raise	raise	raise
raises	eliminating	eliminating
raise	!	!
raised	!	!
raises	raising	asks
opened	open.	grey
open	settle	settle
opens	continues	continues
open	settle	settle
opened	full-length	full-length
opens	takes	takes
continued	continued	continued
continue	continue	continue
continues	continues	continues
continue	continue	continue
continued	continued	continued
continues	continues	continues
studied	studies	professors
study	studying	studying
studies	studies	studies
study	study	study
studied	study	study
studies	studying	studying
proved	progressed	progressed
prove	derive	derive
proves	resides	resides
prove	!	!
proved	!	!
proves	proven	proven
helped	helps	helps
help	helps	helps
helps	helps	helps
help	help	help
helped	help	help
helps	helps	helps
called	calls	calls
call	named	spelled
calls	calls	calls
call	call	call
called	call	call
calls	named	named
considered	progressed	progressed
consider	be	be
considers	defines	defines
consider	derive	derive
considered	tell	suspect
considers	subfamily	subfamily
asked	asks	testified
ask	able	able
asks	asks	asks
ask	expect	suspect
asked	suspect	suspect
asks	asks	loves
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provided
provides	provide	provide
eliminated	patient	patient
eliminate	overcome	overcome
eliminates	concludes	concludes
eliminate	!	!
eliminated	!	!
eliminates	lacking	lacking
thought	thinks	concludes
think	considered	considered
thinks	concludes	concludes
think	understand	understand
thought	understand	understand
thinks	decides	decides
showed	shows	shows
show	hypothesis	hypothesis
shows	shows	shows
show	show	show
showed	show	show
shows	reveals	facial
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	takes	takes
looked	looked	looked
look	keep	keep
looks	looks	looks
look	look	look
looked	looked	looked
looks	looks	looks
paid	refuses	refuses
pay	pay	pay
pays	fee	petition
pay	hire	hire
paid	hire	hire
pays	file	file
remained	remained	remained
remain	remain	remain
remains	remained	remained
remain	remain	remain
remained	remained	remained
remains	remain	becomes
bought	refuses	refuses
buy	purchased	buy
buys	owns	owns
buy	!	!
bought	!	!
buys	purchased	purchased
sought	seeks	seeks
seek	organize	organize
seeks	seeks	seeks
seek	seek	closer
sought	sought	sought
seeks	seeks	seeks
produced	produces	produces
produce	written	written
produces	produces	produces
produce	produce	produce
produced	producing	producing
produces	written	written
thought	concludes	concludes
think	believed	believed
thinks	it’s	concludes
think	think	think
thought	think	think
thinks	believed	believed
understood	aided	aided
understand	understand	understand
understands	[...]	manages
understand	!	!
understood	!	!
understands	theorem	theorem
ran	ran	ran
run	run	run
runs	runs	runs
run	run	run
ran	ran	ran
runs	runs	runs
reduced	reducing	reducing
reduce	implement	implement
reduces	enhance	enhance
reduce	implement	implement
reduced	limiting	limiting
reduces	generator	generator
felt	me,	demographic
feel	commit	out"
feels	hindwings	hindwings
feel	felt	felt
felt	felt	felt
feels	explains	explains
required	requires	provides
require	needed	require
requires	makes	makes
require	require	required
required	required	required
requires	require	require
played	played	played
play	play	play
plays	plays	plays
play	play	play
played	played	played
plays	plays	plays
happened	happened	premiered
happen	happen	happen
happens	leaves.	leaves.
happen	commit	commit
happened	session	session
happens	happen	happen
had	has	has
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
opened	develops	develops
open	inaugurated	inaugurated
opens	develops	develops
open	continue	continue
opened	opened	opened
opens	inaugurated	inaugurated
felt	replied	retains
feel	feels	enthusiastic
feels	feels	lacks
feel	felt	felt
felt	felt	felt
feels	feels	feels
decided	decided	decided
decide	decide	decide
decides	decides	decides
decide	able	able
decided	decided	decided
decides	decides	decides
preserved	museum,	museum,
preserve	stored	stored
preserves	reads	reads
preserve	!	!
preserved	!	!
preserves	stored	stored
followed	follows	follows
follow	follow	delay
follows	follows	follows
follow	remain	remain
followed	departed	departed
follows	powered	powered
studied	studies	studies
study	studying	studying
studies	investigation	investigation
study	studies,	studies,
studied	studies,	studies,
studies	studying	studying
held	held	held
hold	hold	hold
holds	held	held
hold	receive	receive
held	held	held
holds	resides	resides
ended	end,	end,
end	defeat	defeat
ends	end,	peaked
end	end	end
ended	end	end
ends	began	began
said	speculated	speculated
say	ask	ask
says	happens	"was
say	stated:	me,
said	stated:	stated:
says	inform	inform
reduced	reduces	reduces
reduce	reduce	reduce
reduces	reduces	reduces
reduce	reduce	reduce
reduced	contributes	decreased
reduces	increased	prescribed
built	construct	recreation
build	constructed	constructed
builds	construct	construct
build	!	!
built	!	!
builds	constructed	constructed
studied	studies	studies
study	studying	studying
studies	studies	studies
study	studies,	studies,
studied	studies,	studies,
studies	studying	taught
said	happens	nevertheless
say	tell	tell
says	evening,	evening,
say	forget	forget
said	stated:	stated:
says	said,	said,
developed	underwent	underwent
develop	processed	processed
develops	institutional	institutional
develop	resist	resist
developed	promotes	experienced
develops	stays	stays
reduced	increase	limiting
reduce	slower	liner
reduces	reduces	involves
reduce	decrease	decrease
reduced	decrease	decrease
reduces	greater	greater
extended	extends	extends
extend	reduce	reduce
extends	provides	provides
extend	expand	expand
extended	queensland,	queensland,
extends	shortened	shortened
ensured	ensured	ensured
ensure	decide	decide
ensures	requires	requires
ensure	!	!
ensured	!	!
ensures	guaranteed	guaranteed
decided	wouldn't	wouldn't
decide	decide	decide
decides	goes	goes
decide	decided	decided
decided	decided	decided
decides	decides	decides
preserved	magnificent	magnificent
preserve	functioning	functioning
preserves	provides	magnificent
preserve	!	!
preserved	!	!
preserves	text,	text,
saved	escapes	afterwards,
save	decide	decide
saves	jumping	jumping
save	send	silent
saved	teamed	teamed
saves	save	save
earned	awarded	awarded
earn	support.	support.
earns	receives	focuses
earn	!	!
earned	!	!
earns	provides	provides
paid	led	network,
pay	pay	pay
pays	receives	receives
pay	help.	help.
paid	owned	owned
pays	resources	resources
learned	persuaded	persuaded
learn	help.	help.
learns	teaches	teaches
learn	help.	help.
learned	witnessed	witnessed
learns	teaches	learns
accommodated	two-story	marked
accommodate	!	!
accommodates	focuses	focuses
accommodate	!	!
accommodated	!	!
accommodates	!	!
saw	explored	explored
see	see	see
sees	sees	sees
see	respond	respond
saw	accompanied	accompanied
sees	provides	provides
tried	attempt	beaten
try	try	volunteered
tries	!	!
try	doesn't	doesn't
tried	threatens	cannot
tries	!	!
learned	definitely	definitely
learn	learn	learn
learns	!	!
learn	admits	admits
learned	explains	explains
learns	!	!
followed	beaten	beaten
follow	follow	follow
follows	!	!
follow	define	define
followed	prescribed	prescribed
follows	!	!
found	filled	filled
find	discover	discover
finds	!	!
find	find	find
found	find	find
finds	!	!
turned	possession	possession
turn	shocked	shocked
turns	!	!
turn	define	define
turned	x-ray	x-ray
turns	!	!
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provided
provides	produces	produces
improved	enhance	examined
improve	strengthen	strengthen
improves	enhance	enhance
improve	!	!
improved	!	!
improves	enables	enables
required	requires	requires
require	provide	provide
requires	requires	requires
require	require	require
required	require	required
requires	enables	enables
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
sold	sold	sold
sell	sell	sell
sells	fails	fails
sell	make	make
sold	featured	trucks
sells	charts	charts
met	syndrome	syndrome
meet	meet	meet
meets	meets	meets
meet	meet	meet
met	met	met
meets	meets	meets
needed	used	used
need	obtain	threatens
needs	doing	doing
need	understand	help
needed	deployed	deployed
needs	required	fails
gave	given	given
give	gives	gives
gives	gave	gave
give	give	give
gave	gave	give
gives	gives	gives
worked	works	works
work	agrees	agrees
works	work,	works
work	work	work
worked	works,	works,
works	agrees	agrees
avoided	prevalent	prevalent
avoid	avoid	avoid
avoids	admits	admits
avoid	!	!
avoided	!	!
avoids	hears	deals
helped	helps	helps
help	educate	educate
helps	helps	helps
help	enable	enable
helped	complained	complained
helps	helps	helps
raised	produced	produced
raise	raise	raise
raises	loves	loves
raise	!	!
raised	!	!
raises	raising	raising
began	started	started
begin	continue	continue
begins	starts	starts
begin	began	abandon
began	started	started
begins	started	went
built	built	built
build	operate	operate
builds	created	views
build	!	!
built	!	!
builds	constructed	sits
recognized	recognised	recognised
recognize	recognize	recognize
recognizes	explains	explains
recognize	give	give
recognized	detained	detained
recognizes	recognize	recognition
knew	realizes	realizes
know	know	know
knows	realizes	realizes
know	learn	learn
knew	thinks	absolutely
knows	informs	could
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
included	included	included
include	include	include
includes	included	included
include	include	include
included	contains	hosted
includes	include	include
avoided	served	suffered
avoid	avoid	avoid
avoids	arising	arising
avoid	!	!
avoided	!	!
avoids	techniques	techniques
reduced	exceeded	exceeded
reduce	increase	increase
reduces	reducing	reducing
reduce	reduce	reduce
reduced	proportional	proportional
reduces	increases	packages
met	met	met
meet	work,	schooling
meets	meets	meets
meet	meet	meet
met	meet	meet
meets	works.	works.
needed	didn't	didn't
need	work,	work,
needs	want	powered
need	process	process
needed	agrees	agrees
needs	works.	works.
liked	such	enjoyed
like	work,	work,
likes	works.	belongs
like	you,	you,
liked	teamed	teamed
likes	works.	works.
reduced	improve	average;
reduce	work,	work,
reduces	reducing	reducing
reduce	solved	solved
reduced	served	doubled
reduces	engines	engines
served	served	served
serve	work,	decoration
serves	serves	serves
serve	served	served
served	served	served
serves	works.	works.
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	made	made
makes	makes	makes
used	use.	powered
use	resemble	resemble
uses	use.	presence
use	using	using
used	utilized	utilized
uses	uses	referring
saved	defended	defended
save	raise	raise
saves	gives	receives
save	keep	keep
saved	co-written	co-written
saves	returns	returns
took	took	took
take	take	take
takes	took	took
take	take	take
took	took	took
takes	takes	takes
found	finds	discovers
find	enforce	enforce
finds	finds	finds
find	find	find
found	encountered	encountered
finds	finds	finds
knew	surprised	surprised
know	teach	teach
knows	knows	knows
know	know	know
knew	say,	17,
knows	informs	informs
proved	proven	extended
prove	sustain	sustain
proves	found,	found,
prove	!	!
proved	!	!
proves	asks	asks
joined	reunited	reunited
join	join	join
joins	joins	joins
join	join	join
joined	convoy	convoy
joins	rejoined	rejoined
opened	open,	open,
open	serve	build
opens	open,	open,
open	afford	portraying
opened	recognized	recognized
opens	closed	closed
went	went	went
go	go	go
goes	goes	goes
go	go	go
went	gone	gone
goes	goes	goes
returned	returned	returned
return	return	return
returns	returned	returned
return	return	return
returned	returned	returned
returns	travelled	travelled
discussed	persuade	persuade
discuss	religions	religions
discusses	explores	explores
discuss	knowledge	knowledge
discussed	stated	stated
discusses	explores	explores
wanted	wanted	wanted
want	wished	wished
wants	decides	decides
want	want	want
wanted	want	want
wants	fails	fails
sought	seeks	advocacy
seek	attempting	attempting
seeks	seeks	seeks
seek	sought	sought
sought	sought	sought
seeks	seeking	seeking
reduced	enhance	increased
reduce	equal	equal
reduces	enhance	keep
reduce	increase	increase
reduced	increase	increase
reduces	lowered	lowered
called	quick	quick
call	named	named
calls	calls	calls
call	call	call
called	call	call
calls	named	named
felt	makes	makes
feel	believe	believe
feels	accessible	accessible
feel	feel	feel
felt	felt	felt
feels	feels	feels
discussed	began	amounted
discuss	religions	religions
discusses	depicts	depicts
discuss	referenced	referenced
discussed	describes	describes
discusses	philosophy,	philosophy,
thought	don’t	don’t
think	believed	think
thinks	really	really
think	think	think
thought	admit	why
thinks	thinks	thinks
followed	follows	follows
follow	follow	follow
follows	follows	follows
follow	follow	follow
followed	1997.	22
follows	follow	follow
considered	retreated	retreated
consider	regarded	regarded
considers	admits	admits
consider	encourage	encourage
considered	influenced	influenced
considers	regarded	regarded
started	started	started
start	began	began
starts	starts	starts
start	start	start
started	started	started
starts	began	began
was	been	been
be	is	is
is	been	been
be	was	was
was	was	was
is	is	is
decided	minister,	minister,
decide	agreed	agreed
decides	decides	decides
decide	decided	decided
decided	decided	decided
decides	agreed	agreed
gave	given	given
give	give	give
gives	bring	projects,
give	provides	provides
gave	gave	gave
gives	gives	gives
reached	reaches	reaches
reach	reach	reach
reaches	reaches	reaches
reach	come	come
reached	snail,	snail,
reaches	reach	reach
lived	"live	"live
live	reside	reside
lives	breaks	breaks
live	living	come
lived	lived	lived
lives	stays	stays
required	requires	provides
require	allowed	allowed
requires	requires	makes
require	require	require
required	require	undertook
requires	necessary	necessary
celebrated	tells	tells
celebrate	celebrate	celebrate
celebrates	tells	tells
celebrate	!	!
celebrated	!	!
celebrates	exam	exam
ended	abolition	abolition
end	ended,	ended,
ends	ends	ends
end	retire	continue
ended	began	began
ends	ending	ending
raised	intended	intended
raise	raise	raise
raises	feels	feels
raise	!	!
raised	!	!
raises	raise	raise
seemed	coined	coined
seem	feel	feel
seems	relates	tends
seem	supposed	supposed
seemed	supposed	supposed
seems	doesn't	doesn't
required	required	required
require	require	require
requires	requires	requires
require	require	require
required	required	required
requires	requires	requires
showed	shown	shown
show	showing	showing
shows	show,	shows
show	show	show
showed	show	show
shows	gives	gives
served	served	served
serve	serving	serving
serves	serves	serves
serve	serve	serve
served	served	served
serves	serves	serves
reached	reached	reached
reach	reach	reach
reaches	magnitude	magnitude
reach	achieve	achieve
reached	reached	reached
reaches	tackles	tackles
tried	attempted	attempted
try	try	try
tries	threatens	threatens
try	try	try
tried	refuses	agrees
tries	trying	attempting
prevented	prevented	prevented
prevent	prevent	prevent
prevents	preventing	preventing
prevent	prevent	prevent
prevented	allows	allows
prevents	crime,	crime,
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	became
becomes	becoming	becoming
turned	turned	turned
turn	fail	fail
turns	trouble	trouble
turn	turned	listen
turned	turned	turned
turns	day-to-day	day-to-day
determined	expected	expected
determine	fcc	matter.
determines	assess	assess
determine	!	!
determined	!	!
determines	obtained	obtained
started	beginning	beginning
start	began	began
starts	goal,	goal,
start	journey	journey
started	begins	begins
starts	began	began
kept	protect	looked
keep	that's	that's
keeps	protect	protect
keep	won't	rivers
kept	sleep	sleep
keeps	hears	hears
served	accept	accept
serve	serving	serving
serves	served	served
serve	includes	includes
served	expected	expected
serves	serves	serves
said	believed	believed
say	tell	tell
says	happens	happens
say	stated:	stated:
said	stated:	stated:
says	told	told
eliminated	endorsed	endorsed
eliminate	avoid	avoid
eliminates	peer	back.
eliminate	!	!
eliminated	!	!
eliminates	1918,	1918,
asked	interviewed	interviewed
ask	ask	ask
asks	say	say
ask	solve	solve
asked	asked	asked
asks	enables	enables
got	co-written	settled
get	get	get
gets	gets	gets
get	get	get
got	get	hosted
gets	threw	threw
led	sung	sung
lead	leads	leads
leads	titular	titular
lead	solve	resolve
led	led	led
leads	enables	enables
followed	followed	followed
follow	follow	follow
follows	follows	follows
follow	follow	pathway
followed	marketed	marketed
follows	follow	occupy
increased	increased	increased
increase	increase	increase
increases	reduce	affects
increase	increase	increase
increased	increase	reduced
increases	inability	inability
met	met	met
meet	meet	collaborated
meets	meets	nicolas
meet	meet	meet
met	met	met
meets	meets	meets
became	became	became
become	become	become
becomes	became	became
become	become	become
became	became	very
becomes	becomes	becomes
followed	events	events
follow	blow	blow
follows	follows	follows
follow	provide	followed
followed	contested	contested
follows	follows	follows
showed	shows	shows
show	deliver	deliver
shows	shows	shows
show	to.	to.
showed	show	figures
shows	gave	defines
looked	looks	looks
look	look	look
looks	looks	looks
look	look	look
looked	look	look
looks	looks	looks
produced	produced	produced
produce	produce	produce
produces	produced	produced
produce	produce	produce
produced	1918,	1918,
produces	produces	produces
brought	brought	brought
bring	bring	bring
brings	bringing	bringing
bring	leadership,	leadership,
brought	brought	brought
brings	breaks	breaks
needed	desire	difference
need	required	required
needs	function.	function.
need	requirements	requirements
needed	1918,	1918,
needs	fails	fails
learned	supervised	supervised
learn	knows	knows
learns	learns	learns
learn	resist	resist
learned	kept	kept
learns	knows	knows
made	made	made
make	make	make
makes	makes	makes
make	make	make
made	make	make
makes	makes	makes
sent	sent	sent
send	go	go
sends	sent	sent
send	go	go
sent	send	send
sends	sends	sends
received	received	received
receive	receive	receive
receives	receives	receives
receive	receive	receive
received	received	received
receives	earned	earned
had	had	had
have	have	have
has	has	has
have	have	have
had	had	had
has	has	has
liked	such	such
like	remembered	remembered
likes	such	such
like	...	...
liked	friend	friend
likes	seems	seems
provided	provides	provides
provide	provide	provide
provides	provides	provides
provide	provide	provide
provided	provide	provide
provides	supplied	supplied
continued	continued	continued
continue	continue	continue
continues	continued	continued
continue	continued	continued
continued	continued	continued
continues	continue	continue
promoted	encourage	develop
promote	encouraged	encouraged
promotes	ensure	ensure
promote	engaging	engaging
promoted	seek	theory.
promotes	appointed	appointed
changed	changes	changes
change	changing	changing
changes	changes	changes
change	change	change
changed	changes,	divisions
changes	changing	changing
found	decided	decided
find	found.	found.
finds	finds	finds
find	arise	arise
found	found	found
finds	finds	finds
proved	speculated	counted
prove	predict	predict
proves	makes	makes
prove	!	!
proved	!	!
proves	predict	predict
eliminated	destroyed,	destroyed,
eliminate	physics	physics
eliminates	solve	solve
eliminate	!	!
eliminated	!	!
eliminates	loses	discusses
preserved	permitted	summoned
preserve	derive	fare
preserves	trails	trails
preserve	!	!
preserved	!	!
preserves	fare	approach,
kept	kept	kept
keep	keep	keep
keeps	struggling	struggling
keep	actively	actively
kept	retreated	retreated
keeps	keeps	keeps
sought	seeking	seeking
seek	seek	seek
seeks	seeks	seeks
seek	seek	seek
sought	seeking	seeking
seeks	seeks	seeks
moved	moved	moved
move	relocated	relocated
moves	moved	moved
move	delay	delay
moved	matched	matched
moves	relocated	relocated
believed	noticed	noticed
believe	thought	thought
believes	remember	remember
believe	believed	ensure
believed	believed	noticed
believes	thinks	thinks
returned	returning	returning
return	return	return
returns	returning	returning
return	return	return
returned	returned	returned
returns	returns	returns
worked	work,	work,
work	utilize	utilize
works	work,	work,
work	works,	works,
worked	works,	works,
works	collaborated	collaborated
developed	developed	developed
develop	develop	develop
develops	requires	requires
develop	educate	resist
developed	matched	matched
develops	designs,	model,
reached	embarked	embarked
reach	reach	reach
reaches	enters	accessible
reach	satisfy	satisfy
reached	reached	reached
reaches	reaches	reaches
extended	indicates	indicates
extend	extend	extend
extends	goes	indicates
extend	satisfy	satisfy
extended	travelled	travelled
extends	extends	extends
raised	raising	raising
raise	updated	updated
raises	wears	wears
raise	!	!
raised	!	!
raises	wears	flies
built	connections	organized
build	constructed	constructed
builds	construct	walking
build	!	!
built	!	!
builds	constructed	constructed
promoted	promoting	promoting
promote	integrate	integrate
promotes	chaired	chaired
promote	facilitate	improve
promoted	promoting	promoting
promotes	reduces	reduces
paid	requested	requested
pay	pay	pay
pays	throws	throws
pay	hire	hire
paid	hire	hire
pays	throws	throws
celebrated	celebrated	celebrated
celebrate	pose	pose
celebrates	celebrated	celebrated
celebrate	!	!
celebrated	!	!
celebrates	saves	pale
developed	contributed	contributed
develop	develop	approach,
develops	integrate	integrate
develop	create	create
developed	retained	retained
develops	throws	throws
took	took	took
take	take	take
takes	took	took
take	took	took
took	took	took
takes	takes	takes
avoided	persuade	contributed
avoid	pose	pose
avoids	64,	keeps
avoid	!	!
avoided	!	!
avoids	throws	throws
knew	knew	knew
know	obtain	obtain
knows	!	!
know	perform	perform
knew	constructed	constructed
knows	!	!
brought	brought	brought
bring	bring	bring
brings	!	!
bring	bring	bring
brought	constructed	constructed
brings	!	!
discussed	renovated	renovated
discuss	pursue	pursue
discusses	!	!
discuss	knowledge	knowledge
discussed	constructed	constructed
discusses	!	!
sold	sold	sold
sell	sell	sell
sells	!	!
sell	buy	buy
sold	constructed	constructed
sells	!	!
followed	followed	followed
follow	create	follow
follows	!	!
follow	follow	follow
followed	constructed	constructed
follows	!	!
met	meets	meets
meet	meet	meet
meets	!	!
meet	meet	meet
met	met	met
meets	!	!
needed	want	want
need	necessary	expand
needs	!	!
need	resources	resources
needed	understanding	understanding
needs	!	!
studied	study,	study,
study	studying	educated
studies	!	!
study	studies,	studies,
studied	studies,	studies,
studies	!	!
ended	virtue	virtue
end	ending	ending
ends	!	!
end	repair	repair
ended	begins	suggests
ends	!	!
changed	singer.	singer.
change	shifted	shifted
changes	!	!
change	change	mechanisms
changed	change	change
changes	!	!
increased	decrease	decrease
increase	increasing	increasing
increases	increases	growth,
increase	increase	emissions
increased	increase	increase
increases	increasing	increasing
seemed	seems	tended
seem	doesn't	doesn't
seems	appears	appears
seem	sensitive	chance
seemed	sit	proven
seems	doesn't	doesn't
provided	provides	required
provide	provide	provide
provides	allows	allows
provide	provide	provide
provided	provide	provide
provides	supplied	supplied
determined	determined	determined
determine	user	user
determines	applies	applies
determine	!	!
determined	!	!
determines	suffers	suffers
felt	considered	considered
feel	feels	feels
feels	does	does
feel	feel	feel
felt	felt	felt
feels	feels	feels
earned	achieved	achieved
earn	earn	earn
earns	receiving	receiving
earn	!	!
earned	!	!
earns	assumes	enjoys
helped	assistance	assistance
help	helps	helps
helps	helps	helps
help	help	help
helped	helped	helped
helps	helps	helps
lived	done	done
live	settle	settle
lives	fights	fights
live	regain	regain
lived	married	estonia
lives	resides	resides
became	became	became
become	become	become
becomes	became	became
become	become	become
became	interview	interview
becomes	becomes	becomes
had	had	had
have	have	have
has	has	has
have	have	have
had	have	have
has	has	has
looked	looked	doesn't
look	look	look
looks	looks	looks
look	looked	look
looked	looked	looked
looks	looks	looks
lived	concert	concert
live	resided	resided
lives	concert	concert
live	life	life
lived	commenced	commenced
lives	freeway	freeway
protected	strengthened	strengthened
protect	protect	protect
protects	manages	manages
protect	!	!
protected	!	!
protects	wilderness	focal
returned	returned	returned
return	leave	leave
returns	returns	returns
return	leave	leave
returned	returned	undertook
returns	decides	freeway
sought	seeking	seeking
seek	attempting	attempting
seeks	goes	goes
seek	seek	seek
sought	started	sought
seeks	managed	freeway
allowed	enable	enable
allow	permitted	permitted
allows	allows	allows
allow	enables	enables
allowed	requires	requires
allows	permitted	requests
extended	expand	expand
extend	show.	syndicated
extends	extends	extends
extend	impose	impose
extended	gave	occupies
extends	extending	extending
seemed	encouraged	encouraged
seem	show.	show.
seems	want	appears
seem	believed	believed
seemed	believed	believed
seems	me	me
needed	needed	needed
need	required	me,
needs	desire	supposed
need	attention	attention
needed	needed	needed
needs	essential	essential
said	stated:	stated:
say	show"	show"
says	happens	happens
say	believes	decides
said	stated:	stated:
says	said,	green.
got	got	brought
get	get	get
gets	gets	gets
get	get	get
got	went	went
gets	gets	gets
asked	asked	asked
ask	recruit	recruit
asks	asks	advisor
ask	leave.	leave.
asked	asked	asked
asks	sings	sings
studied	bought	bought
study	studying	geometric
studies	studies	studies
study	study	study
studied	archaeology	archaeology
studies	literature,	literature,
preserved	relocated	intact
preserve	stored	stored
preserves	intact	intact
preserve	!	!
preserved	!	!
preserves	mechanisms	mechanisms
saw	bought	bought
see	sees	sees
sees	starts	starts
