vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	iraq	iraq
spain	spain	spain
russia	soviet	soviet
norway	norway	norway
canada	quebec	quebec
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	greece	greece
iraq	mongols	mongols
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	vaud	vaud
egypt	egypt	egypt
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	norway	norway
pakistan	pakistan	pakistan
afghanistan	pakistan	pakistan
russia	russia	russia
norway	norway	norway
canada	canada	canada
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	greece	greece
iraq	syria	syria
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	egypt
australia	australia	australia
vietnam	asia	asia
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
afghanistan	pakistan	pakistan
england	england	england
norway	norway	norway
canada	canada	canada
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	greece	greece
iraq	syria	syria
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	egypt
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
afghanistan	pakistan	pakistan
england	england	england
spain	spain	spain
canada	canada	canada
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
japan	japan	japan
greece	greece	greece
iraq	iraq	iraq
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	egypt
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
afghanistan	pakistan	pakistan
england	england	england
spain	spain	mexico
russia	russia	russia
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	italy
japan	japan	japan
greece	greece	greece
iraq	iraq	iraq
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	germany	germany
egypt	egypt	egypt
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
afghanistan	afghanistan	afghanistan
england	england	england
spain	spain	spain
russia	russia	russia
norway	norway	norway
italy	italy	italy
sweden	sweden	sweden
iran	iranian	iranian
japan	japan	japan
greece	greece	greece
iraq	iraq	iraq
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	egypt
australia	australia	australia
vietnam	nouvelle-aquitaine	vietnam
cuba	spain	spain
finland	finland	finland
pakistan	pakistan	pakistan
afghanistan	pakistan	pakistan
england	england	england
spain	spain	spain
russia	russia	russia
norway	norway	norway
canada	canada	canada
sweden	norway	norway
iran	iran	iran
japan	japan	japan
greece	greece	greece
iraq	germany	germany
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	egypt
australia	australia	australia
vietnam	thailand	thailand
cuba	cuba	cuba
finland	finland	finland
pakistan	india	thailand
afghanistan	germany	pakistan
england	england	england
spain	spain	spain
russia	germany	germany
norway	norway	norway
canada	canada	canada
france	france	france
iran	iran	iran
japan	japan	japan
greece	greece	greece
iraq	syria	syria
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	egypt
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
afghanistan	pakistan	pakistan
england	england	england
spain	spain	spain
russia	russia	russia
norway	norway	norway
canada	canada	canada
france	france	france
italy	italy	italy
japan	japan	japan
greece	greece	greece
iraq	khorasan	khorasan
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	zrich	zrich
egypt	egypt	egypt
australia	sydney	sydney
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
afghanistan	pakistan	pakistan
england	england	england
spain	spain	spain
russia	russia	russia
norway	mazandaran	norway
canada	quebec	quebec
france	france	french
italy	italy	rome's
sweden	mazandaran	sweden
greece	greece	greece
iraq	iraq	iraq
thailand	thailand	thailand
china	china	china
germany	germany	germany
switzerland	switzerland	switzerland
egypt	egypt	iraq
australia	australia	australia
vietnam	vietnam	vietnam
cuba	cuba	cuba
finland	finland	finland
pakistan	india	india
afghanistan	pakistan	taliban
england	england	england
spain	spain	spain
russia	russia	russia
norway	norway	norway
canada	ontario	ontario
france	france	france
italy	italy	italy
sweden	sweden	sweden
iran	iran	iran
ghana	ghana	ghana
algeria	niger	niger
jordan	cameroon	estonia
turkey	turkey	turkey
madagascar	!align="right	!align="right
samoa	!align="right	!align="right
turkmenistan	!align="right	!align="right
eritrea	!align="right	!align="right
kazakhstan	cameroon	krasnodar
greece	greece	greece
iraq	iraq	iraq
azerbaijan	azerbaijan	estonia
mali	!align="right	!align="right
thailand	thailand	thailand
gambia	!align="right	!align="right
china	china	china
lebanon	cameroon	cameroon
serbia	serbia	serbia
belize	!align="right	!align="right
germany	germany	germany
switzerland	cameroon	ticino
kyrgyzstan	!align="right	!align="right
slovakia	estonia	estonia
belgium	belgium	belgium
romania	romania	romania
hungary	hungary	hungary
burundi	!align="right	!align="right
egypt	egypt	egypt
australia	australia	australia
venezuela	venezuela	venezuela
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	denmark	denmark
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	qatar	qatar
ireland	ireland	ireland
tajikistan	!align="right	!align="right
algeria	tunisia	tunisia
jordan	pakistan	pakistan
turkey	turkey	turkey
madagascar	!align="right	!align="right
samoa	!align="right	!align="right
turkmenistan	!align="right	!align="right
eritrea	!align="right	!align="right
kazakhstan	saudi	saudi
greece	greece	greece
iraq	iraq	iraq
azerbaijan	azerbaijan	azerbaijan
mali	!align="right	!align="right
thailand	thailand	thailand
gambia	!align="right	!align="right
china	china	china
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	!align="right	!align="right
germany	germany	germany
switzerland	switzerland	switzerland
kyrgyzstan	!align="right	!align="right
slovakia	czech	czech
belgium	belgium	belgium
romania	romania	romania
hungary	hungary	hungary
burundi	!align="right	!align="right
egypt	egypt	egypt
australia	australia	australia
venezuela	paraguay	paraguay
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	denmark	denmark
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	oman	oman
ireland	ireland	ireland
tajikistan	!align="right	!align="right
tuvalu	!align="right	!align="right
jordan	syria	syria
turkey	turkey	slovakia
madagascar	!align="right	!align="right
samoa	!align="right	!align="right
turkmenistan	!align="right	!align="right
eritrea	!align="right	!align="right
kazakhstan	kazakhstan	kazakhstan
greece	greece	greece
iraq	syria	syria
azerbaijan	azerbaijan	azerbaijan
mali	!align="right	!align="right
thailand	thailand	thailand
gambia	!align="right	!align="right
china	china	china
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	!align="right	!align="right
germany	germany	germany
switzerland	switzerland	switzerland
kyrgyzstan	!align="right	!align="right
slovakia	koice	czech
belgium	belgium	belgium
romania	romania	romania
hungary	hungary	hungary
burundi	!align="right	!align="right
egypt	egypt	egypt
australia	australia	australia
venezuela	colombia	colombia
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	denmark	denmark
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	qatar	qatar
ireland	ireland	ireland
tajikistan	!align="right	!align="right
tuvalu	!align="right	!align="right
botswana	!align="right	!align="right
turkey	turkey	milligan
madagascar	!align="right	!align="right
samoa	!align="right	!align="right
turkmenistan	!align="right	!align="right
eritrea	!align="right	!align="right
kazakhstan	jay-z	jay-z
greece	greece	greece
iraq	iraq	iraq
azerbaijan	azerbaijan	azerbaijan
mali	!align="right	!align="right
thailand	thailand	thailand
gambia	!align="right	!align="right
china	republic	republic
lebanon	lebanon	lebanon
serbia	serbia	yugoslavia
belize	!align="right	!align="right
germany	vienna	schneider
switzerland	zrich	doug
kyrgyzstan	!align="right	!align="right
slovakia	republic	merle
belgium	belgian	belgian
romania	romania	romania
hungary	johann	johann
burundi	!align="right	!align="right
egypt	mansour	mansour
australia	melbourne	melbourne
venezuela	venezuela	venezuela
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	denmark	denmark
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	sophomore
qatar	qatar	qatar
ireland	cork	cork
tajikistan	!align="right	!align="right
tuvalu	!align="right	!align="right
botswana	!align="right	!align="right
guyana	yale	yale
madagascar	!align="right	!align="right
samoa	!align="right	!align="right
turkmenistan	!align="right	!align="right
eritrea	!align="right	!align="right
kazakhstan	kazakhstan	kazakhstan
greece	greece	greece
iraq	iraq	iraq
azerbaijan	azerbaijan	belarus
mali	!align="right	!align="right
thailand	thailand	thailand
gambia	!align="right	!align="right
china	china	china
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	!align="right	!align="right
germany	germany	germany
switzerland	switzerland	switzerland
kyrgyzstan	!align="right	!align="right
slovakia	czech	czech
belgium	belgium	belgium
romania	romania	romania
hungary	hungary	hungary
burundi	!align="right	!align="right
egypt	egypt	egypt
australia	australia	australia
venezuela	venezuela	venezuela
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	greece	portugal
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	qatar	qatar
ireland	ireland	ireland
tajikistan	!align="right	!align="right
tuvalu	!align="right	!align="right
botswana	!align="right	!align="right
guyana	d.c	sudan
vietnam	vietnam	vietnam
samoa	guinea	guinea
turkmenistan	guinea	guinea
eritrea	guinea	guinea
kazakhstan	burundi	burundi
greece	greece	greece
iraq	yemen	yemen
azerbaijan	azerbaijan	azerbaijan
mali	guinea	guinea
thailand	thailand	thailand
gambia	guinea	guinea
china	china	china
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	guinea	guinea
germany	germany	germany
switzerland	zrich	zrich
kyrgyzstan	guinea	guinea
slovakia	tanzania	tanzania
belgium	paris	paris
romania	romania	romania
hungary	hungary	hungary
burundi	guinea	guinea
egypt	egypt	egypt
australia	sydney	sydney
venezuela	venezuela	venezuela
moldova	guinea	guinea
guinea	guinea	guinea
denmark	denmark	denmark
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	kenya	kenya
ireland	ireland	ireland
tajikistan	guinea	guinea
tuvalu	guinea	guinea
botswana	guinea	guinea
guyana	d.c	d.c
vietnam	vietnam	vietnam
zimbabwe	africa	africa
turkmenistan	fiji	fiji
eritrea	fiji	fiji
kazakhstan	tonga	tonga
greece	greece	greece
iraq	fiji	fiji
azerbaijan	azerbaijan	azerbaijan
mali	fiji	fiji
thailand	fiji	fiji
gambia	fiji	fiji
china	shenzhen	shenzhen
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	fiji	fiji
germany	munich	munich
switzerland	fiji	reykjavk
kyrgyzstan	fiji	fiji
slovakia	fiji	fiji
belgium	paris	zealand
romania	romania	romania
hungary	hungary	hungary
burundi	fiji	fiji
egypt	egypt	egypt
australia	sydney	sydney
venezuela	puerto	puerto
moldova	fiji	fiji
guinea	fiji	fiji
denmark	denmark	denmark
senegal	leone	leone
syria	aleppo	aleppo
bangladesh	bangladesh	bangladesh
qatar	singapore	singapore
ireland	ireland	ireland
tajikistan	fiji	fiji
tuvalu	fiji	fiji
botswana	fiji	fiji
guyana	d.c	hawaii
vietnam	vietnam	vietnam
zimbabwe	zimbabwe	zimbabwe
cuba	cuba	cuba
eritrea	uzbekistan	uzbekistan
kazakhstan	kazakhstan	tashkent
greece	greece	greece
iraq	uzbekistan	uzbekistan
azerbaijan	azerbaijan	azerbaijan
mali	uzbekistan	uzbekistan
thailand	thailand	thailand
gambia	uzbekistan	uzbekistan
china	china	china
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	uzbekistan	uzbekistan
germany	vienna	vienna
switzerland	zrich	zrich
kyrgyzstan	uzbekistan	uzbekistan
slovakia	uzbekistan	uzbekistan
belgium	paris	paris
romania	romania	romania
hungary	moscow	moscow
burundi	uzbekistan	uzbekistan
egypt	egypt	egypt
australia	sydney	sydney
venezuela	venezuela	venezuela
moldova	uzbekistan	uzbekistan
guinea	uzbekistan	uzbekistan
denmark	sweden	sweden
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	qatar	qatar
ireland	ireland	ireland
tajikistan	uzbekistan	uzbekistan
tuvalu	uzbekistan	uzbekistan
botswana	uzbekistan	uzbekistan
guyana	d.c	d.c
vietnam	myanmar	myanmar
zimbabwe	uzbekistan	swaziland
cuba	cuba	cuba
finland	finland	finland
kazakhstan	eritrean	eritrean
greece	greece	greece
iraq	ethiopia	syria
azerbaijan	azerbaijan	azerbaijan
mali	ethiopia	ethiopia
thailand	thailand	thailand
gambia	ethiopia	ethiopia
china	ethiopia	ethiopia
lebanon	lebanon	lebanon
serbia	yugoslavia	yugoslavia
belize	ethiopia	ethiopia
germany	vienna	vienna
switzerland	zrich	zrich
kyrgyzstan	ethiopia	ethiopia
slovakia	koice	koice
belgium	belgian	belgian
romania	romania	romania
hungary	hungarian	moscow
burundi	ethiopia	ethiopia
egypt	egypt	egypt
australia	libya	libya
venezuela	venezuela	venezuela
moldova	ethiopia	ethiopia
guinea	ethiopia	ethiopia
denmark	denmark	denmark
senegal	leone	leone
syria	syria	syria
bangladesh	bangladesh	hyderabad
qatar	ethiopia	ethiopia
ireland	ireland	ireland
tajikistan	ethiopia	ethiopia
tuvalu	ethiopia	ethiopia
botswana	ethiopia	ethiopia
guyana	ethiopia	ethiopia
vietnam	ethiopia	vit
zimbabwe	ethiopia	ethiopia
cuba	ethiopia	ethiopia
finland	finland	finland
pakistan	pakistan	pakistan
greece	greece	greece
iraq	iraqi	qajar
azerbaijan	azerbaijan	azerbaijan
mali	!align="right	!align="right
thailand	thailand	thailand
gambia	!align="right	!align="right
china	china	china
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	!align="right	!align="right
germany	germany	germany
switzerland	germany	germany
kyrgyzstan	!align="right	!align="right
slovakia	czech	czech
belgium	czech	czech
romania	romania	romania
hungary	romania	romania
burundi	!align="right	!align="right
egypt	persian	persian
australia	australia	australia
venezuela	venezuela	venezuela
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	denmark	danish
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	romania	romania
ireland	ireland	ireland
tajikistan	!align="right	!align="right
tuvalu	!align="right	!align="right
botswana	!align="right	!align="right
guyana	georgia	georgia
vietnam	vietnam	vietnam
zimbabwe	rhodesia	rhodesia
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
indonesia	indonesia	indonesia
iraq	syria	syria
azerbaijan	azerbaijan	azerbaijan
mali	!align="right	!align="right
thailand	thailand	thailand
gambia	!align="right	!align="right
china	china	china
lebanon	lebanon	lebanon
serbia	serbia	yugoslavia
belize	!align="right	!align="right
germany	germany	germany
switzerland	switzerland	switzerland
kyrgyzstan	!align="right	!align="right
slovakia	czech	czech
belgium	belgium	belgium
romania	romania	romania
hungary	hungary	hungary
burundi	!align="right	!align="right
egypt	egypt	egypt
australia	australia	australia
venezuela	venezuela	venezuela
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	denmark	denmark
senegal	yugoslavia	yugoslavia
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	qatar	qatar
ireland	ireland	ireland
tajikistan	!align="right	!align="right
tuvalu	!align="right	!align="right
botswana	!align="right	!align="right
guyana	turkey	yugoslavia
vietnam	china	cambodia
zimbabwe	africa	africa
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
indonesia	indonesia	indonesia
afghanistan	pakistan	pakistan
azerbaijan	azerbaijan	azerbaijan
mali	!align="right	!align="right
thailand	thailand	thailand
gambia	!align="right	!align="right
china	china	china
lebanon	lebanon	lebanon
serbia	yugoslavia	yugoslavia
belize	!align="right	!align="right
germany	germany	germany
switzerland	zrich	zrich
kyrgyzstan	!align="right	!align="right
slovakia	czech	czech
belgium	belgium	belgium
romania	romania	romania
hungary	hungarian	austro-hungarian
burundi	!align="right	!align="right
egypt	egypt	egypt
australia	melbourne	melbourne
venezuela	afghanistan	venezuela
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	denmark	denmark
senegal	leone	leone
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	saudi	qatar
ireland	ireland	ireland
tajikistan	!align="right	!align="right
tuvalu	!align="right	!align="right
botswana	!align="right	!align="right
guyana	d.c	d.c
vietnam	vietnam	vietnam
zimbabwe	zimbabwe	zimbabwe
cuba	cuba	cuba
finland	tampere	tampere
pakistan	afghanistan	saudi
indonesia	indonesia	indonesia
afghanistan	afghanistan	afghanistan
uganda	afghanistan	sudan
mali	!align="right	!align="right
thailand	thailand	thailand
gambia	!align="right	!align="right
china	china	china
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	!align="right	!align="right
germany	germany	germany
switzerland	swiss	oberliga
kyrgyzstan	!align="right	!align="right
slovakia	czech	czech
belgium	belgian	belgian
romania	romania	romania
hungary	hungarian	hungarian
burundi	!align="right	!align="right
egypt	egypt	egypt
australia	australia's	australia's
venezuela	venezuela	venezuela
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	danish	greenland
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	qatar	qatar
ireland	ireland	ireland
tajikistan	!align="right	!align="right
tuvalu	!align="right	!align="right
botswana	!align="right	!align="right
guyana	washington	washington
vietnam	vietnam	vietnam
zimbabwe	baluchestan	johannesburg
cuba	cuba	cuba
finland	turku	turku
pakistan	pakistan	pakistan
indonesia	indonesia	indonesia
afghanistan	afghanistan	afghanistan
uganda	tanzania	tanzania
nepal	nepal	nepal
thailand	thailand	thailand
gambia	burkina	burkina
china	hunan	hunan
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	burkina	burkina
germany	vienna	vienna
switzerland	nigeria	nigeria
kyrgyzstan	burkina	burkina
slovakia	slovakia	slovakia
belgium	paris	belgian
romania	romania	romania
hungary	hungary	hungary
burundi	burkina	burkina
egypt	egypt	egypt
australia	uganda	uganda
venezuela	venezuela	venezuela
moldova	burkina	burkina
guinea	burkina	burkina
denmark	denmark	denmark
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	qatar	qatar
ireland	ireland	ireland
tajikistan	burkina	burkina
tuvalu	burkina	burkina
botswana	burkina	burkina
guyana	d.c	d.c
vietnam	myanmar	myanmar
zimbabwe	zimbabwe	zimbabwe
cuba	cuba	cuba
finland	finland	finland
pakistan	rawalpindi	rawalpindi
indonesia	indonesia	indonesia
afghanistan	yemen	yemen
uganda	uganda	uganda
nepal	nepal	nepal
sudan	nigeria	nigeria
gambia	!align="right	!align="right
china	china	china
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	!align="right	!align="right
germany	germany	germany
switzerland	switzerland	switzerland
kyrgyzstan	!align="right	!align="right
slovakia	hungary	hungary
belgium	belgium	belgium
romania	romania	romania
hungary	hungary	hungary
burundi	!align="right	!align="right
egypt	egypt	egypt
australia	australia	australia
venezuela	venezuela	venezuela
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	sweden	sweden
senegal	leone	leone
syria	syria	syria
bangladesh	pakistan	pakistan
qatar	qatar	qatar
ireland	ireland	ireland
tajikistan	!align="right	!align="right
tuvalu	!align="right	!align="right
botswana	!align="right	!align="right
guyana	d.c	d.c
vietnam	vietnam	vietnam
zimbabwe	pakistan	pakistan
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
indonesia	indonesia	indonesia
afghanistan	pakistan	pakistan
uganda	tanzania	tanzania
nepal	nepal	nepal
sudan	sudan	sudan
ukraine	ukraine	ukraine
china	shenzhen	shenzhen
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	malawi	malawi
germany	vienna	moscow
switzerland	nigeria	nigeria
kyrgyzstan	malawi	malawi
slovakia	koice	koice
belgium	belgian	belgian
romania	romania	romania
hungary	hungary	hungary
burundi	malawi	malawi
egypt	egypt	egypt
australia	malawi	malawi
venezuela	venezuela	montevideo
moldova	malawi	malawi
guinea	malawi	malawi
denmark	danish	danish
senegal	senegal	senegal
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	qatar	qatar
ireland	ireland	ireland
tajikistan	malawi	malawi
tuvalu	malawi	malawi
botswana	malawi	malawi
guyana	d.c	d.c
vietnam	madagascar	madagascar
zimbabwe	ghana	ghana
cuba	madagascar	madagascar
finland	turku	finland
pakistan	pakistan	ghana
indonesia	indonesia	indonesia
afghanistan	peshawar	yemen
uganda	malawi	malawi
nepal	nepal	nepal
sudan	ghana	ghana
ukraine	moscow	moscow
rwanda	malawi	malawi
lebanon	lebanon	lebanon
serbia	serbia	serbia
belize	!align="right	!align="right
germany	germany	germany
switzerland	armenians	armenians
kyrgyzstan	!align="right	!align="right
slovakia	czech	czech
belgium	belgium	belgium
romania	romania	romania
hungary	hungary	hungary
burundi	!align="right	!align="right
egypt	egypt	egypt
australia	australia	australia
venezuela	venezuela	venezuela
moldova	!align="right	!align="right
guinea	!align="right	!align="right
denmark	denmark	denmark
senegal	asia	leone
syria	syria	syria
bangladesh	bangladesh	bangladesh
qatar	asia	asia
ireland	ireland	ireland
tajikistan	!align="right	!align="right
tuvalu	!align="right	!align="right
botswana	!align="right	!align="right
guyana	india	india
vietnam	vietnam	vietnam
zimbabwe	india	zimbabwe
cuba	cuba	cuba
finland	finland	finland
pakistan	pakistan	pakistan
indonesia	indonesia	indonesia
afghanistan	pakistan	pakistan
