,sgns_rand_pinit3,sgns_rand_pinit2,sgns_rand_pinit2
,sgns_rand_pinit4,sgns_rand_pinit3,sgns_rand_pinit4
,,,
autonomous,1,0.99999982118606567,0.99999982118606567
autonomy,0.99999999999999989,0.99999988079071045,0.99999988079071045
autopsy,1.0000000000000004,1.0000001192092896,1.0000001192092896
autoroute,1,1,1
autosomal,0.99999999999999989,0.99999988079071045,0.99999988079071045
autumn,0.99999999999999978,1.0000002384185791,1.0000002384185791
auvergne,1.0000000000000004,1,1
aux,1,1,1
auxiliaries,0.99999999999999978,1,1
auxiliary,0.99999999999999956,0.99999988079071045,0.99999988079071045
av,1.0000000000000002,1,1
ava,1,1,1
avail,0.99999999999999989,0.99999988079071045,0.99999988079071045
availability,1,0.99999988079071045,0.99999988079071045
available,0.99999999999999956,1,1
avalanche,1.0000000000000004,1.0000001192092896,1.0000001192092896
avalon,1.0000000000000004,1.0000001192092896,1.0000001192092896
avant,0.99999999999999944,1,1
avant-garde,1,0.99999988079071045,0.99999988079071045
avatar,1.0000000000000002,1.0000002384185791,1.0000002384185791
avatars,1,0.99999988079071045,0.99999988079071045
ave,0.99999999999999967,0.99999994039535522,0.99999994039535522
avenge,0.99999999999999933,1,1
avenged,1.0000000000000002,1,1
avenger,0.99999999999999989,1,1
avengers,0.99999999999999956,1.0000001192092896,1.0000001192092896
avenida,1,1.0000001192092896,1.0000001192092896
avenue,0.99999999999999989,1.0000001192092896,1.0000001192092896
avenues,1,1,1
average,1,1,1
averaged,1.0000000000000002,1.0000001192092896,1.0000001192092896
averages,1,1,1
averaging,0.99999999999999978,1,1
aversion,0.99999999999999944,0.99999988079071045,0.99999988079071045
avert,1.0000000000000004,1,1
avery,1,0.99999994039535522,0.99999994039535522
avg,1.0000000000000004,0.99999988079071045,0.99999988079071045
avi,0.99999999999999933,1,1
avian,1,1,1
aviation,1.0000000000000002,1.0000001192092896,1.0000001192092896
aviator,0.99999999999999956,1,1
aviators,1.0000000000000002,0.99999988079071045,0.99999988079071045
avid,0.99999999999999978,1.0000001192092896,1.0000001192092896
avignon,1,1.0000001192092896,1.0000001192092896
avila,0.99999999999999978,0.9999997615814209,0.9999997615814209
avionics,0.99999999999999978,1,1
aviv,0.99999999999999978,1.0000002384185791,1.0000002384185791
aviva,1,0.99999988079071045,0.99999988079071045
avoid,1.0000000000000009,0.99999994039535522,0.99999994039535522
avoidance,1.0000000000000007,1,1
avoided,0.99999999999999978,0.99999994039535522,0.99999994039535522
avoiding,0.99999999999999967,1,1
avoids,1,1.0000001192092896,1.0000001192092896
avon,0.99999999999999989,1,1
avondale,0.99999999999999944,0.99999982118606567,0.99999982118606567
avril,0.99999999999999978,1,1
avro,1,1,1
aw,0.99999999999999978,1,1
awa,1,1,1
await,0.99999999999999978,1,1
awaited,1,0.99999994039535522,0.99999994039535522
awaiting,0.99999999999999978,1,1
awaits,0.99999999999999978,1.0000002384185791,1.0000002384185791
awake,1.0000000000000002,1,1
awaken,0.99999999999999978,1,1
awakened,0.99999999999999989,0.99999988079071045,0.99999988079071045
awakening,0.99999999999999978,1.0000002384185791,1.0000002384185791
awakens,0.99999999999999967,1.0000001192092896,1.0000001192092896
awami,0.99999999999999978,1.0000001192092896,1.0000001192092896
award,1.0000000000000002,0.99999982118606567,0.99999982118606567
award-winning,1,0.99999988079071045,0.99999988079071045
awarded,0.99999999999999956,1,1
awarding,0.99999999999999956,1.0000002384185791,1.0000002384185791
awards,1.0000000000000004,0.99999982118606567,0.99999982118606567
aware,1,1.0000001192092896,1.0000001192092896
awareness,1,0.99999988079071045,0.99999988079071045
away,1.0000000000000004,0.99999988079071045,0.99999988079071045
awe,1,1,1
awesome,1.0000000000000002,1.0000001192092896,1.0000001192092896
awful,1.0000000000000002,0.9999997615814209,0.9999997615814209
awkward,1,1.0000001192092896,1.0000001192092896
ax,0.99999999999999933,0.99999994039535522,0.99999994039535522
axe,1.0000000000000007,0.99999988079071045,0.99999988079071045
axed,1.0000000000000009,0.99999994039535522,0.99999994039535522
axel,1,0.99999994039535522,0.99999994039535522
axes,1.0000000000000007,1,1
axial,0.99999999999999933,0.99999988079071045,0.99999988079071045
axiom,1.0000000000000007,0.99999994039535522,0.99999994039535522
axioms,1,0.99999988079071045,0.99999988079071045
axis,1,1.0000001192092896,1.0000001192092896
axle,1.0000000000000004,1,1
axles,1,1.0000002384185791,1.0000002384185791
axon,0.99999999999999978,1,1
axons,1,1.0000001192092896,1.0000001192092896
ay,1,0.99999988079071045,0.99999988079071045
aya,1.0000000000000004,1.0000001192092896,1.0000001192092896
ayala,0.99999999999999978,1,1
ayatollah,0.99999999999999978,1,1
ayer,1.0000000000000002,1.0000001192092896,1.0000001192092896
ayers,1,1,1
aylesbury,0.99999999999999978,1.0000002384185791,1.0000002384185791
aymara,0.99999999999999989,1,1
ayn,1.0000000000000004,0.99999982118606567,0.99999982118606567
ayp,0.99999999999999978,1.0000004768371582,1.0000004768371582
ayr,1,0.99999982118606567,0.99999982118606567
ayres,0.99999999999999944,0.99999988079071045,0.99999988079071045
ayrshire,0.99999999999999956,1,1
ayub,1.0000000000000002,1.0000001192092896,1.0000001192092896
ayutthaya,1,0.99999982118606567,0.99999982118606567
az,1.0000000000000004,1,1
azad,0.99999999999999967,1.0000002384185791,1.0000002384185791
azalea,0.99999999999999978,0.99999988079071045,0.99999988079071045
azerbaijan,0.99999999999999978,1,1
azerbaijani,1.0000000000000002,1,1
azeri,1.0000000000000007,1.0000001192092896,1.0000001192092896
aziz,0.99999999999999989,0.9999997615814209,0.9999997615814209
azores,1,0.9999997615814209,0.9999997615814209
aztec,0.99999999999999978,1,1
azteca,0.99999999999999933,1,1
aztecs,1.0000000000000007,0.99999994039535522,0.99999994039535522
azul,1,1.0000001192092896,1.0000001192092896
azure,1,0.99999994039535522,0.99999994039535522
b,1,1,1
b's,1.0000000000000004,1,1
b-17,0.99999999999999967,0.99999988079071045,0.99999988079071045
b-24,1,0.99999988079071045,0.99999988079071045
b-29,1.0000000000000002,1,1
b-52,0.99999999999999978,0.99999982118606567,0.99999982118606567
b-side,1,1,1
b-sides,1.0000000000000004,0.99999988079071045,0.99999988079071045
b.a,1.0000000000000004,1,1
b.c,1.0000000000000002,1.0000001192092896,1.0000001192092896
b.j,0.99999999999999978,1,1
b.s,0.99999999999999978,1,1
b.sc,0.99999999999999989,1.0000002384185791,1.0000002384185791
b1,1.0000000000000004,0.99999994039535522,0.99999994039535522
b2,1,1.0000001192092896,1.0000001192092896
ba,0.99999999999999989,1.0000001192092896,1.0000001192092896
ba'ath,0.99999999999999978,1,1
baa,0.99999999999999933,1,1
baal,1,1,1
bab,0.99999999999999944,0.99999994039535522,0.99999994039535522
baba,1,0.99999988079071045,0.99999988079071045
babcock,0.99999999999999944,1,1
babe,0.99999999999999922,1,1
babel,0.99999999999999978,0.99999988079071045,0.99999988079071045
babes,1,0.99999988079071045,0.99999988079071045
babies,1.0000000000000002,1.0000003576278687,1.0000003576278687
babu,1,1.0000001192092896,1.0000001192092896
baby,0.99999999999999978,1.0000001192092896,1.0000001192092896
baby's,0.99999999999999989,0.99999994039535522,0.99999994039535522
babylon,1.0000000000000002,1.0000002384185791,1.0000002384185791
babylonian,1,0.99999994039535522,0.99999994039535522
bac,1.0000000000000004,1.0000001192092896,1.0000001192092896
baccalaureate,1.0000000000000002,1,1
bach,1.0000000000000009,1.0000001192092896,1.0000001192092896
bach's,1,0.99999982118606567,0.99999982118606567
bachchan,0.99999999999999989,0.99999988079071045,0.99999988079071045
bachelor,1.0000000000000004,0.99999988079071045,0.99999988079071045
bachelor's,1,1.0000001192092896,1.0000001192092896
bachelors,0.99999999999999989,1,1
back,0.99999999999999978,0.99999988079071045,0.99999988079071045
back-to-back,1.0000000000000002,0.99999994039535522,0.99999994039535522
back-up,0.99999999999999978,1,1
backbone,1.0000000000000002,1.0000001192092896,1.0000001192092896
backdrop,1.0000000000000004,1,1
backed,0.99999999999999956,0.99999994039535522,0.99999994039535522
backer,1,1.0000002384185791,1.0000002384185791
backers,0.99999999999999978,1,1
background,1.0000000000000004,1.0000001192092896,1.0000001192092896
backgrounds,1,0.99999994039535522,0.99999994039535522
backing,1.0000000000000002,1,1
backlash,1,0.99999988079071045,0.99999988079071045
backpack,1,1,1
backs,1,1,1
backstage,1.0000000000000007,0.99999988079071045,0.99999988079071045
backstory,1.0000000000000002,1,1
backstroke,1,1,1
backup,1,1,1
backward,1,0.99999994039535522,0.99999994039535522
backwards,0.99999999999999978,1,1
backyard,0.99999999999999978,1,1
bacon,0.99999999999999967,1.0000001192092896,1.0000001192092896
bacteria,1.0000000000000007,1.0000001192092896,1.0000001192092896
bacterial,1,1,1
bacterium,1,1,1
bad,1,1.0000001192092896,1.0000001192092896
badajoz,0.99999999999999944,1,1
baden,1.0000000000000002,1,1
baden-wrttemberg,0.99999999999999978,0.99999994039535522,0.99999994039535522
bader,0.99999999999999978,1,1
badge,0.99999999999999989,1.0000001192092896,1.0000001192092896
badger,1.0000000000000009,0.99999994039535522,0.99999994039535522
badgers,0.99999999999999933,0.99999994039535522,0.99999994039535522
badges,1.0000000000000002,1.0000001192092896,1.0000001192092896
badly,0.99999999999999978,1.0000002384185791,1.0000002384185791
badminton,1,1,1
bae,0.99999999999999956,1,1
baekje,1,0.99999988079071045,0.99999988079071045
baer,1,1.0000002384185791,1.0000002384185791
baez,0.99999999999999978,1,1
bafta,1,0.99999994039535522,0.99999994039535522
bag,1.0000000000000004,1.0000001192092896,1.0000001192092896
bagan,1.0000000000000009,0.99999988079071045,0.99999988079071045
baggage,1.0000000000000004,1,1
bagh,1.0000000000000002,1.0000001192092896,1.0000001192092896
baghdad,1.0000000000000004,1,1
bagley,1,0.99999988079071045,0.99999988079071045
bags,1,1,1
bah,1.0000000000000004,1,1
bah's,0.99999999999999989,1,1
bah'u'llh,1,1,1
baha,0.99999999999999967,1.0000001192092896,1.0000001192092896
bahadur,1.0000000000000004,0.99999994039535522,0.99999994039535522
bahamas,1.0000000000000004,0.99999988079071045,0.99999988079071045
bahamian,0.99999999999999978,1,1
bahia,1,1.0000001192092896,1.0000001192092896
bahn,1.0000000000000007,0.99999988079071045,0.99999988079071045
bahrain,1,0.99999988079071045,0.99999988079071045
bahraini,1.0000000000000004,0.99999988079071045,0.99999988079071045
baht,1,1,1
bai,1,1,1
bail,1.0000000000000002,1.0000002384185791,1.0000002384185791
bailey,0.99999999999999989,0.99999994039535522,0.99999994039535522
bailiff,1,1.0000001192092896,1.0000001192092896
bailout,0.99999999999999978,1.0000001192092896,1.0000001192092896
bain,1,0.99999982118606567,0.99999982118606567
bainbridge,1.0000000000000002,0.99999982118606567,0.99999982118606567
baird,1,1.0000001192092896,1.0000001192092896
bait,1,1,1
baja,1,1,1
baka,0.99999999999999978,1.0000002384185791,1.0000002384185791
bake,1.0000000000000004,1,1
baked,1.0000000000000002,1,1
baker,1,1,1
baker's,1.0000000000000009,1,1
bakeries,1,1,1
bakers,1,0.99999994039535522,0.99999994039535522
bakersfield,0.99999999999999956,1,1
bakery,0.99999999999999956,1,1
baking,0.99999999999999989,1,1
bakr,0.99999999999999989,1.0000002384185791,1.0000002384185791
bakshi,0.99999999999999933,1,1
baku,0.99999999999999978,1,1
bal,0.99999999999999933,1,1
bala,1,1,1
balaji,1,0.99999988079071045,0.99999988079071045
balance,1.0000000000000007,1,1
balanced,1.0000000000000002,0.99999964237213135,0.99999964237213135
balances,0.99999999999999978,0.99999994039535522,0.99999994039535522
balancing,0.99999999999999978,1,1
balboa,0.99999999999999978,1,1
balconies,0.99999999999999978,0.99999994039535522,0.99999994039535522
balcony,0.99999999999999989,1,1
bald,0.99999999999999989,1,1
baldwin,1,1,1
bale,1,1.0000002384185791,1.0000002384185791
balearic,0.99999999999999967,1,1
bales,1.0000000000000004,1.0000001192092896,1.0000001192092896
balfour,1.0000000000000002,1,1
bali,0.99999999999999967,1,1
balinese,1,0.99999994039535522,0.99999994039535522
balkan,0.99999999999999933,1.0000001192092896,1.0000001192092896
balkans,1,1,1
ball,1,0.99999982118606567,0.99999982118606567
ballad,1.0000000000000002,1,1
ballads,1.0000000000000002,0.99999994039535522,0.99999994039535522
ballarat,1.0000000000000009,1.0000001192092896,1.0000001192092896
ballard,0.99999999999999978,1.0000001192092896,1.0000001192092896
ballast,1.0000000000000004,1,1
ballerina,1,0.99999994039535522,0.99999994039535522
ballet,0.99999999999999989,1,1
ballets,0.99999999999999989,1,1
balliol,1.0000000000000002,1,1
ballistic,1.0000000000000004,0.99999964237213135,0.99999964237213135
balloon,0.99999999999999989,1,1
balloons,0.99999999999999989,1,1
ballot,1.0000000000000004,1,1
balloting,1,1,1
ballots,1,0.99999988079071045,0.99999988079071045
ballpark,1,1,1
ballroom,1,1.0000001192092896,1.0000001192092896
balls,1,0.99999988079071045,0.99999988079071045
balmain,0.99999999999999922,0.99999994039535522,0.99999994039535522
baloch,0.99999999999999978,1.0000001192092896,1.0000001192092896
balochistan,1,1.0000001192092896,1.0000001192092896
balsam,0.99999999999999967,1.0000001192092896,1.0000001192092896
baltic,1.0000000000000002,0.99999988079071045,0.99999988079071045
baltimore,1.0000000000000002,0.99999988079071045,0.99999988079071045
baluchestan,1.0000000000000004,0.99999994039535522,0.99999994039535522
balustrade,0.99999999999999933,1.0000002384185791,1.0000002384185791
bam,0.99999999999999989,1,1
bamberg,1,1,1
bamboo,1.0000000000000007,1,1
ban,1.0000000000000002,0.99999988079071045,0.99999988079071045
banach,1,1,1
banana,1,1,1
bananas,1.0000000000000007,1,1
banat,1.0000000000000002,1.0000001192092896,1.0000001192092896
banbury,1,1,1
banca,1.0000000000000002,1,1
banco,1.0000000000000004,0.99999994039535522,0.99999994039535522
bancroft,1.0000000000000002,1,1
band,0.99999999999999978,1,1
band's,0.99999999999999989,1,1
banda,1,1.0000001192092896,1.0000001192092896
bandai,1,1.0000001192092896,1.0000001192092896
bandar,0.99999999999999989,0.99999982118606567,0.99999982118606567
banded,0.99999999999999967,1,1
banding,1.0000000000000002,1,1
bandit,1,1.0000001192092896,1.0000001192092896
bandits,1,1,1
bandleader,1,0.99999988079071045,0.99999988079071045
bandmate,1,0.99999994039535522,0.99999994039535522
bandmates,0.99999999999999978,1.0000001192092896,1.0000001192092896
bands,0.99999999999999922,1.0000001192092896,1.0000001192092896
bandstand,0.99999999999999967,0.99999964237213135,0.99999964237213135
bandung,1.0000000000000004,0.9999997615814209,0.9999997615814209
bandwidth,1.0000000000000004,1,1
bandy,1,1,1
bane,0.99999999999999978,0.99999988079071045,0.99999988079071045
banerjee,1,1.0000002384185791,1.0000002384185791
banff,1,1,1
bang,1.0000000000000009,1.0000001192092896,1.0000001192092896
bangalore,1,1,1
bangkok,1,1,1
bangla,1,1,1
bangladesh,0.99999999999999956,1.0000001192092896,1.0000001192092896
bangladeshi,1.0000000000000002,1.0000001192092896,1.0000001192092896
bangor,1,1,1
bani,1,0.99999994039535522,0.99999994039535522
banished,1.0000000000000004,0.99999988079071045,0.99999988079071045
banja,0.99999999999999989,1.0000001192092896,1.0000001192092896
banjo,1.0000000000000004,0.99999982118606567,0.99999982118606567
bank,1.0000000000000009,1,1
bank's,1.0000000000000002,0.99999994039535522,0.99999994039535522
banked,0.99999999999999978,0.99999988079071045,0.99999988079071045
banker,1,1.0000003576278687,1.0000003576278687
bankers,1,0.99999988079071045,0.99999988079071045
banking,0.99999999999999978,1,1
banknote,1.0000000000000004,1,1
banknotes,0.99999999999999956,1,1
bankrupt,0.99999999999999989,0.9999997615814209,0.9999997615814209
bankruptcy,1.0000000000000004,1.0000001192092896,1.0000001192092896
banks,0.99999999999999933,1.0000001192092896,1.0000001192092896
banksia,1.0000000000000002,0.99999994039535522,0.99999994039535522
banned,0.99999999999999967,1.0000001192092896,1.0000001192092896
banner,1,1,1
banners,0.99999999999999989,1.0000002384185791,1.0000002384185791
banning,1.0000000000000002,1.0000001192092896,1.0000001192092896
banque,0.99999999999999989,0.99999994039535522,0.99999994039535522
banquet,1.0000000000000004,1,1
bans,1.0000000000000002,1.0000001192092896,1.0000001192092896
bantam,0.99999999999999978,1.0000002384185791,1.0000002384185791
bantamweight,1.0000000000000002,0.99999994039535522,0.99999994039535522
bantu,0.99999999999999989,0.99999994039535522,0.99999994039535522
banu,0.99999999999999978,1,1
bao,1,1,1
baptised,0.99999999999999956,1.0000001192092896,1.0000001192092896
baptism,0.99999999999999978,1.0000002384185791,1.0000002384185791
baptismal,0.99999999999999944,0.99999988079071045,0.99999988079071045
baptist,1.0000000000000004,0.99999988079071045,0.99999988079071045
baptiste,0.99999999999999978,1,1
baptists,1.0000000000000002,1,1
baptized,1,0.99999994039535522,0.99999994039535522
bar,1,1,1
bara,1.0000000000000002,0.99999988079071045,0.99999988079071045
barack,1.0000000000000004,1,1
barangay,0.99999999999999956,1,1
barangays,1,1.0000001192092896,1.0000001192092896
barb,1,0.99999988079071045,0.99999988079071045
barbados,1.0000000000000004,0.99999982118606567,0.99999982118606567
barbara,1.0000000000000002,1,1
barbarian,0.99999999999999944,1.0000002384185791,1.0000002384185791
barbarians,0.99999999999999956,1.0000001192092896,1.0000001192092896
barbarossa,0.99999999999999967,0.99999994039535522,0.99999994039535522
barbary,1.0000000000000002,1.0000001192092896,1.0000001192092896
barbecue,0.99999999999999956,1,1
barbed,0.99999999999999956,0.99999994039535522,0.99999994039535522
barber,1.0000000000000002,1,1
barbershop,0.99999999999999989,1,1
barbican,1,1,1
barbie,1.0000000000000004,0.99999982118606567,0.99999982118606567
barbosa,1,1.0000002384185791,1.0000002384185791
barbour,1,1,1
barbra,1,1,1
barbuda,1.0000000000000004,1.0000001192092896,1.0000001192092896
barcelona,0.99999999999999978,0.99999988079071045,0.99999988079071045
barclay,0.99999999999999967,1,1
barclays,1.0000000000000002,0.99999994039535522,0.99999994039535522
bard,1.0000000000000002,1,1
bare,0.99999999999999956,1,1
barefoot,0.99999999999999989,1,1
barely,1,1,1
bargain,1.0000000000000007,1,1
bargaining,0.99999999999999978,1,1
barge,1,1.0000002384185791,1.0000002384185791
barges,0.99999999999999967,1,1
bari,1.0000000000000002,1,1
baring,1,1.0000001192092896,1.0000001192092896
baritone,1.0000000000000004,1,1
bark,1.0000000000000002,1,1
barker,1.0000000000000007,1,1
barking,0.99999999999999989,1,1
barkley,1,0.99999994039535522,0.99999994039535522
barks,1.0000000000000002,1,1
barley,1.0000000000000004,1,1
barlow,1,0.99999994039535522,0.99999994039535522
barn,0.99999999999999978,1.0000002384185791,1.0000002384185791
barnabas,0.99999999999999978,0.99999994039535522,0.99999994039535522
barnaby,0.99999999999999956,1.0000001192092896,1.0000001192092896
barnard,0.99999999999999989,1,1
barnes,0.99999999999999989,1,1
barnet,1.0000000000000002,0.99999994039535522,0.99999994039535522
barnett,1,0.99999994039535522,0.99999994039535522
barney,1.0000000000000004,0.99999988079071045,0.99999988079071045
barns,1.0000000000000002,1,1
barnsley,0.99999999999999967,1,1
barnum,1.0000000000000004,1.0000001192092896,1.0000001192092896
baroda,1.0000000000000002,1.0000001192092896,1.0000001192092896
baron,0.99999999999999933,1.0000001192092896,1.0000001192092896
baroness,0.99999999999999944,1.0000002384185791,1.0000002384185791
baronet,1,1,1
baronetage,1.0000000000000004,1,1
baronetcy,1.0000000000000004,1,1
baronets,0.99999999999999978,1.0000002384185791,1.0000002384185791
barons,0.99999999999999989,1.0000002384185791,1.0000002384185791
barony,1,1.0000002384185791,1.0000002384185791
baroque,1.0000000000000004,0.99999994039535522,0.99999994039535522
barr,0.99999999999999967,1.0000002384185791,1.0000002384185791
barra,0.99999999999999978,0.99999994039535522,0.99999994039535522
barracks,0.99999999999999956,1,1
barrage,1.0000000000000004,0.99999988079071045,0.99999988079071045
barre,0.99999999999999967,1,1
barred,1,1.0000002384185791,1.0000002384185791
barrel,0.99999999999999967,1,1
barrels,1.0000000000000004,1.0000001192092896,1.0000001192092896
barren,1,1,1
barrett,0.99999999999999989,1,1
barricade,0.99999999999999944,1,1
barricades,1.0000000000000004,0.99999994039535522,0.99999994039535522
barrichello,1,1,1
barrie,0.99999999999999967,1.0000002384185791,1.0000002384185791
barrier,1,1,1
barriers,0.99999999999999978,1.0000002384185791,1.0000002384185791
barring,0.99999999999999989,1,1
barrington,1,0.99999988079071045,0.99999988079071045
barrio,1.0000000000000002,1,1
barrios,1,1,1
barrister,0.99999999999999978,1.0000001192092896,1.0000001192092896
barron,1,0.99999994039535522,0.99999994039535522
barrow,0.99999999999999967,0.99999988079071045,0.99999988079071045
barrows,1.0000000000000004,1,1
barry,1,1,1
barry's,1.0000000000000004,0.99999994039535522,0.99999994039535522
barrymore,1.0000000000000007,1.0000001192092896,1.0000001192092896
bars,0.99999999999999956,0.99999988079071045,0.99999988079071045
bart,1.0000000000000002,1,1
bartender,1.0000000000000004,1,1
barter,1.0000000000000009,0.99999994039535522,0.99999994039535522
barth,0.99999999999999978,0.99999994039535522,0.99999994039535522
bartholomew,1.0000000000000004,1.0000001192092896,1.0000001192092896
bartholomew's,0.99999999999999989,1.0000001192092896,1.0000001192092896
bartlett,0.99999999999999978,1.0000001192092896,1.0000001192092896
bartolomeo,0.99999999999999978,1,1
barton,0.99999999999999967,0.99999988079071045,0.99999988079071045
baruch,1.0000000000000002,1,1
bas,1.0000000000000004,1.0000001192092896,1.0000001192092896
basal,1,0.99999982118606567,0.99999982118606567
basalt,0.99999999999999989,1,1
basaltic,1.0000000000000004,1.0000002384185791,1.0000002384185791
base,0.99999999999999989,1,1
baseball,1.0000000000000002,0.99999994039535522,0.99999994039535522
baseball's,1,1,1
based,1,0.99999988079071045,0.99999988079071045
basel,1,0.99999988079071045,0.99999988079071045
baseline,0.99999999999999978,1.0000002384185791,1.0000002384185791
baseman,1.0000000000000004,1.0000001192092896,1.0000001192092896
basement,0.99999999999999967,1,1
bases,0.99999999999999978,0.9999997615814209,0.9999997615814209
bash,1.0000000000000004,1.0000002384185791,1.0000002384185791
bashir,0.99999999999999933,0.99999994039535522,0.99999994039535522
basic,0.99999999999999967,0.99999988079071045,0.99999988079071045
basically,1,1,1
basics,0.99999999999999978,1,1
basie,1.0000000000000004,0.99999994039535522,0.99999994039535522
basil,1.0000000000000009,1,1
basilica,1.0000000000000002,0.99999988079071045,0.99999988079071045
basin,1.0000000000000002,1.0000002384185791,1.0000002384185791
basing,0.99999999999999978,0.99999988079071045,0.99999988079071045
basingstoke,1.0000000000000004,1,1
basins,0.99999999999999956,1.0000001192092896,1.0000001192092896
basis,0.99999999999999978,1.0000001192092896,1.0000001192092896
basket,1,1,1
basketball,0.99999999999999956,0.99999982118606567,0.99999982118606567
baskets,1,1,1
basque,0.99999999999999933,0.99999994039535522,0.99999994039535522
basques,0.99999999999999922,1,1
basra,1.0000000000000004,1,1
bass,1.0000000000000002,0.99999994039535522,0.99999994039535522
basses,1,1.0000002384185791,1.0000002384185791
basset,1,0.99999988079071045,0.99999988079071045
bassett,0.99999999999999989,0.99999994039535522,0.99999994039535522
bassist,1.0000000000000007,0.99999994039535522,0.99999994039535522
basso,1.0000000000000002,1,1
bassoon,0.99999999999999978,0.99999988079071045,0.99999988079071045
bastard,1,1.0000001192092896,1.0000001192092896
bastille,1,1,1
bastion,1,1,1
bastions,1,1,1
basu,0.99999999999999978,1,1
bat,1.0000000000000002,1.0000001192092896,1.0000001192092896
bataan,1,0.99999994039535522,0.99999994039535522
batangas,0.99999999999999989,0.99999988079071045,0.99999988079071045
batavia,0.99999999999999956,0.99999988079071045,0.99999988079071045
batch,0.99999999999999967,1,1
batches,0.99999999999999933,0.99999994039535522,0.99999994039535522
bateman,1.0000000000000002,0.99999994039535522,0.99999994039535522
bates,1,1.0000001192092896,1.0000001192092896
bath,1,0.99999994039535522,0.99999994039535522
bathing,0.99999999999999978,1,1
bathroom,1.0000000000000007,0.99999988079071045,0.99999988079071045
bathrooms,0.99999999999999967,0.99999982118606567,0.99999982118606567
baths,0.99999999999999978,1.0000001192092896,1.0000001192092896
bathtub,0.99999999999999944,0.99999994039535522,0.99999994039535522
bathurst,1.0000000000000002,1,1
batista,0.99999999999999967,0.99999994039535522,0.99999994039535522
batman,1,1,1
baton,1.0000000000000002,0.99999988079071045,0.99999988079071045
bats,1.0000000000000002,1,1
batsman,0.99999999999999978,0.99999988079071045,0.99999988079071045
batsmen,0.99999999999999978,0.99999988079071045,0.99999988079071045
battalion,1.0000000000000002,1,1
battalion's,0.99999999999999989,1.0000001192092896,1.0000001192092896
battalions,1.0000000000000002,0.99999988079071045,0.99999988079071045
batted,1,1.0000001192092896,1.0000001192092896
batten,0.99999999999999978,1,1
batter,0.99999999999999978,0.99999988079071045,0.99999988079071045
battered,1.0000000000000004,1,1
batteries,0.99999999999999989,1,1
batters,1.0000000000000004,0.99999988079071045,0.99999988079071045
battersea,1,1,1
battery,0.99999999999999989,1,1
batting,0.99999999999999978,1,1
battista,0.99999999999999956,0.99999988079071045,0.99999988079071045
battle,0.99999999999999989,0.99999994039535522,0.99999994039535522
battlecruiser,1.0000000000000002,1,1
battlecruisers,0.99999999999999978,1,1
battled,0.99999999999999978,0.99999988079071045,0.99999988079071045
battlefield,0.99999999999999989,1,1
battlefields,0.99999999999999978,0.99999994039535522,0.99999994039535522
battleground,1.0000000000000004,0.99999988079071045,0.99999988079071045
battles,0.99999999999999989,1,1
battleship,0.99999999999999978,0.99999982118606567,0.99999982118606567
battleships,1.0000000000000002,1.0000001192092896,1.0000001192092896
battlestar,0.99999999999999978,0.99999988079071045,0.99999988079071045
battling,0.99999999999999978,1,1
batu,1,1,1
bauer,0.99999999999999944,1,1
bauhaus,1.0000000000000002,1,1
baum,0.99999999999999956,1.0000001192092896,1.0000001192092896
bautista,0.99999999999999967,1,1
bauxite,1,1.0000001192092896,1.0000001192092896
bavaria,1,0.99999994039535522,0.99999994039535522
bavarian,1,0.99999994039535522,0.99999994039535522
baxter,1,1,1
bay,1.0000000000000004,1,1
bay's,0.99999999999999989,1.0000002384185791,1.0000002384185791
bayan,1,0.99999988079071045,0.99999988079071045
bayer,0.99999999999999978,0.99999988079071045,0.99999988079071045
bayern,1.0000000000000002,1,1
bayesian,0.99999999999999978,0.99999994039535522,0.99999994039535522
bayley,0.99999999999999967,1,1
baylor,0.99999999999999956,0.99999988079071045,0.99999988079071045
bayonet,1.0000000000000004,0.99999988079071045,0.99999988079071045
bayonne,0.99999999999999967,0.99999988079071045,0.99999988079071045
bayou,0.99999999999999967,0.99999994039535522,0.99999994039535522
bayreuth,0.99999999999999989,0.99999988079071045,0.99999988079071045
bays,1.0000000000000002,0.99999988079071045,0.99999988079071045
bayside,1.0000000000000002,1.0000001192092896,1.0000001192092896
bazaar,1.0000000000000004,1,1
bazar,1,0.99999994039535522,0.99999994039535522
bb,0.99999999999999956,0.99999988079071045,0.99999988079071045
bbc,1,1,1
bbc's,1.0000000000000004,0.99999994039535522,0.99999994039535522
bbc1,0.99999999999999989,1,1
bbc2,1,1,1
bbs,1,1,1
bc,1.0000000000000004,0.99999994039535522,0.99999994039535522
bce,0.99999999999999933,1,1
bcs,1,0.99999988079071045,0.99999988079071045
bd,0.99999999999999989,0.99999988079071045,0.99999988079071045
be,0.99999999999999967,0.99999994039535522,0.99999994039535522
bea,1.0000000000000002,0.99999988079071045,0.99999988079071045
beach,0.99999999999999956,1.0000002384185791,1.0000002384185791
beached,0.99999999999999944,1.0000002384185791,1.0000002384185791
beaches,1.0000000000000002,1.0000001192092896,1.0000001192092896
beacon,0.99999999999999956,0.99999988079071045,0.99999988079071045
beacons,1.0000000000000004,1,1
bead,0.99999999999999956,0.99999994039535522,0.99999994039535522
beads,0.99999999999999978,1.0000002384185791,1.0000002384185791
beagle,0.99999999999999956,0.99999988079071045,0.99999988079071045
