rougher	stanton	stanton
youngest	seasons	seasons
clearer	relying	relying
clear	!	!
clearest	!	!
clear	handful	handful
clearer	than	than
clearest	!	!
friendlier	second-half	second-half
friendly	!	!
friendliest	!	!
friendly	handful	handful
friendlier	than	than
friendliest	!	!
cleaner	deficit	deficit
clean	governance	governance
cleanest	!	!
clean	handful	handful
cleaner	than	than
cleanest	!	!
stronger	gram	gram
strong	wanted	wanted
strongest	!	!
strong	strong	hypotheses
stronger	economically	economically
strongest	!	!
freer	gram	gram
free	!	!
freest	!	!
free	handful	handful
freer	than	than
freest	!	!
tougher	durable	durable
tough	!	!
toughest	wanderers	greatest
tough	!	!
tougher	!	!
toughest	!	!
funnier	clever	durable
funny	!	!
funniest	flawed	flawed
funny	!	!
funnier	!	!
funniest	!	!
nicer	bordeaux	bordeaux
nice	!	!
nicest	instantly	instantly
nice	!	!
nicer	!	!
nicest	!	!
greater	melville	melville
great	allegheny	allegheny
greatest	greatest	greatest
great	interrupt	interrupt
greater	castes	interrupt
greatest	greatest	fields
bolder	durable	durable
bold	!	!
boldest	sultanate	sultanate
bold	!	!
bolder	!	!
boldest	!	!
poorer	problem	arrivals
poor	nantes	nantes
poorest	birth	birth
poor	reformers	reflective
poorer	jobs	jobs
poorest	liberia	liberia
messier	!	!
messy	!	!
messiest	!	!
messy	!	!
messier	!	!
messiest	!	!
longer	footbridge	footbridge
long	specialises	specialises
longest	forth	forth
long	ties	ties
longer	sewer	sewer
longest	static	static
harder	floppy	floppy
hard	stress	sick
hardest	undrafted	offender
hard	swelling	swelling
harder	jobs	jobs
hardest	failing	failing
wiser	becky	becky
wise	!	!
wisest	chefs	chefs
wise	!	!
wiser	!	!
wisest	!	!
earlier	mid	mid
early	derelict	sahara
earliest	sal	sal
early	well-known	well-known
earlier	bootleg	bootleg
earliest	different	myers
sadder	forgot	forgot
sad	!	!
saddest	amor	amor
sad	!	!
sadder	!	!
saddest	!	!
darker	fuscous	fuscous
dark	paler	paler
darkest	blackish	blackish
dark	!	!
darker	!	!
darkest	plumage	plumage
quicker	grenade	grenade
quick	drivers	drivers
quickest	queries	len
quick	!	!
quicker	!	!
quickest	fatally	fatally
brighter	hindwings	shutter
bright	clusters	clusters
brightest	snowy	critic
bright	distraction	distraction
brighter	viewer	viewer
brightest	thoughtful	thoughtful
cheaper	softer	softer
cheap	pershing	pershing
cheapest	!	!
cheap	costal	costal
cheaper	contexts	contexts
cheapest	!	!
higher	literacy	literacy
high	physicians	physicians
highest	!	!
high	level	level
higher	theoretically	theoretically
highest	!	!
fairer	forum	truly
fair	!	!
fairest	!	!
fair	cheltenham	cheltenham
fairer	vfl	monotypic
fairest	!	!
wiser	truly	truly
wise	!	!
wisest	!	!
wise	costal	costal
wiser	contexts	contexts
wisest	!	!
taller	influential	influential
tall	spines	spines
tallest	!	!
tall	storeys	diameter
taller	one-story	one-story
tallest	!	!
poorer	improve	deteriorated
poor	associations	associations
poorest	problem	problem
poor	fuels	fuels
poorer	entails	entails
poorest	steeply	steeply
messier	!	!
messy	!	!
messiest	!	!
messy	!	!
messier	!	!
messiest	!	!
busier	busiest	busiest
busy	!	!
busiest	fatal	fatal
busy	ridership	nightclubs
busier	second-largest	second-largest
busiest	!	!
taller	anthropomorphic	anthropomorphic
tall	rain	rain
tallest	pilasters	untouched
tall	architecturally	buildings
taller	storeys	annex
tallest	steeply	steeply
trickier	!	!
tricky	!	!
trickiest	!	!
tricky	!	!
trickier	!	!
trickiest	!	!
higher	!	!
high	vulnerable	vulnerable
highest	!	!
high	vulnerable	vulnerable
higher	lowest	lowest
highest	59.5	59.5
slower	!	!
slow	parramatta	parramatta
slowest	!	!
slow	wanderers	wanderers
slower	!	!
slowest	faster	faster
smarter	!	!
smart	wanderers	wanderers
smartest	!	!
smart	wanderers	wanderers
smarter	!	!
smartest	!	!
older	!	!
old	vulnerable	vulnerable
oldest	!	!
old	rochdale	rochdale
older	miocene	miocene
oldest	younger	younger
stronger	!	!
strong	strong	strong
strongest	!	!
strong	strong	strong
stronger	strong	strong
strongest	fact	fact
cheaper	neon	neon
cheap	discounted	discounted
cheapest	!	!
cheap	towing	emergency
cheaper	cheaper	cheaper
cheapest	!	!
classier	!	!
classy	!	!
classiest	!	!
classy	towing	emergency
classier	cheaper	cheaper
classiest	!	!
bloodier	brutal	brutal
bloody	!	!
bloodiest	!	!
bloody	towing	emergency
bloodier	cheaper	cheaper
bloodiest	!	!
wilder	boar	boar
wild	cochran	cochran
wildest	!	!
wild	towing	emergency
wilder	cheaper	cheaper
wildest	!	!
easier	planar	planar
easy	compiler	compiler
easiest	!	!
easy	towing	emergency
easier	cheaper	cheaper
easiest	!	!
rougher	careful	careful
rough	!	!
roughest	equivalence	tug
rough	!	!
rougher	!	!
roughest	!	!
fresher	aggregator	aggregator
fresh	!	!
freshest	catchy	catchy
fresh	!	!
fresher	!	!
freshest	!	!
harsher	careful	careful
harsh	!	!
harshest	repression	unfair
harsh	!	!
harsher	!	!
harshest	!	!
luckier	careful	careful
lucky	!	!
luckiest	looked	looked
lucky	!	!
luckier	!	!
luckiest	!	!
taller	bearings	bearings
tall	nave	nave
tallest	tallest	tallest
tall	gabled	selection
taller	inhabit	inhabit
tallest	slender	slender
fatter	lungs	boiling
fat	!	!
fattest	gmina	boiling
fat	!	!
fatter	!	!
fattest	!	!
smoother	cyclic	cyclic
smooth	!	!
smoothest	bulbophyllum	kv
smooth	!	!
smoother	!	!
smoothest	!	!
fresher	opium	opium
fresh	!	!
freshest	feeder	feeder
fresh	!	!
fresher	!	!
freshest	!	!
shorter	philology	philology
short	spans	spans
shortest	prologue	prologue
short	apart	checks
shorter	unfamiliar	unfamiliar
shortest	altitude	altitude
cleaner	lenses	unbeknownst
clean	bushes	humid
cleanest	answer	answer
clean	!	!
cleaner	!	!
cleanest	sinks	sinks
fuller	variance	tents
full	thank	thank
fullest	!	!
full	raw	raw
fuller	alloy	alloy
fullest	!	!
firmer	llp	llp
firm	!	!
firmest	!	!
firm	raw	raw
firmer	alloy	alloy
firmest	!	!
better	brighter	brighter
good	improve	improve
best	!	!
good	wealthiest	wealthiest
better	expensive	expensive
best	!	!
mightier	hound	hound
mighty	!	!
mightiest	!	!
mighty	raw	raw
mightier	alloy	alloy
mightiest	!	!
longer	travel	travel
long	extremes	extremes
longest	!	!
long	factories	factories
longer	shortest	shortest
longest	!	!
greener	preferring	preferring
green	!	!
greenest	crest	crest
green	!	!
greener	!	!
greenest	!	!
tastier	!	!
tasty	!	!
tastiest	!	!
tasty	!	!
tastier	!	!
tastiest	!	!
nicer	liked	traveling
nice	!	!
nicest	prepare	prepare
nice	!	!
nicer	!	!
nicest	!	!
slicker	neat	neat
slick	!	!
slickest	drumming	drumming
slick	!	!
slicker	!	!
slickest	!	!
noisier	incredibly	incredibly
noisy	!	!
noisiest	shit	shit
noisy	!	!
noisier	!	!
noisiest	!	!
sadder	uno	uno
sad	!	!
saddest	!	!
sad	buildup	buildup
sadder	faster	faster
saddest	!	!
swifter	aboard	aboard
swift	!	!
swiftest	!	!
swift	buildup	buildup
swifter	faster	faster
swiftest	!	!
nicer	clue	clue
nice	!	!
nicest	!	!
nice	buildup	buildup
nicer	faster	faster
nicest	!	!
softer	basal	basal
soft	graphite	graphite
softest	!	!
soft	buildup	buildup
softer	faster	faster
softest	!	!
trickier	!	!
tricky	!	!
trickiest	!	!
tricky	buildup	buildup
trickier	faster	faster
trickiest	!	!
greener	banksia	banksia
green	!	!
greenest	violet	violet
green	!	!
greener	!	!
greenest	!	!
clearer	rikknen	peas
clear	!	!
clearest	confess	confess
clear	!	!
clearer	!	!
clearest	!	!
healthier	affects	affects
healthy	!	!
healthiest	acetate	acetate
healthy	!	!
healthier	!	!
healthiest	!	!
faster	isu	isu
fastest	session	session
fast	pointer	eleanor
fastest	drumming	drumming
faster	currents	currents
fast	nice	nice
freer	drastically	drastically
free	!	!
freest	pointer	pointer
free	!	!
freer	!	!
freest	!	!
meaner	velocities	velocities
mean	!	!
meanest	luminosity	luminosity
mean	!	!
meaner	!	!
meanest	!	!
firmer	waterway	waterway
firm	!	!
firmest	llp	surveyor
firm	!	!
firmer	!	!
firmest	!	!
bigger	reliably	reliably
big	non-fiction	disbanding
biggest	confirm	confirm
big	downey	downey
bigger	rotating	rotating
biggest	counting	burnley
trickier	!	!
tricky	!	!
trickiest	!	!
tricky	!	!
trickier	!	!
trickiest	!	!
deeper	forewings	forewings
deep	non-fiction	non-fiction
deepest	luminosity	luminosity
deep	coward	coward
deeper	periphery	periphery
deepest	quarries	quarries
gentler	sincere	sincere
gentle	!	!
gentlest	!	!
gentle	ions	ions
gentler	heavier	heavier
gentlest	!	!
costlier	quicker	quicker
costly	!	!
costliest	!	!
costly	ions	ions
costlier	heavier	heavier
costliest	!	!
lower	corrosion	corrosion
low	upper	upper
lowest	!	!
low	ultraviolet	ultraviolet
lower	varies	varies
lowest	!	!
fancier	outfits	herbal
fancy	!	!
fanciest	!	!
fancy	ions	ions
fancier	heavier	heavier
fanciest	!	!
cleaner	cleaned	cleaned
clean	lights	lights
cleanest	!	!
clean	ions	ions
cleaner	heavier	heavier
cleanest	!	!
steadier	rate	rate
steady	!	!
steadiest	!	!
steady	weaken	weaken
steadier	weakening	paler
steadiest	!	!
poorer	depends	depends
poor	unfit	conditions
poorest	!	!
poor	vulnerable	vulnerable
poorer	podlaskie	vulnerable
poorest	!	!
faster	weymouth	weymouth
fastest	off-road	motorola
fast	!	!
fastest	vulnerable	vulnerable
faster	hypotheses	hypotheses
fast	!	!
cleaner	hungry	weymouth
clean	cora	cora
cleanest	!	!
clean	weaken	weaken
cleaner	weakening	paler
cleanest	!	!
softer	depends	depends
soft	moist	moist
softest	!	!
soft	weaken	weaken
softer	weakening	paler
softest	!	!
richer	dominated	dominated
rich	fiscal	refusal
richest	!	!
rich	expensive	expensive
richer	economically	augustinian
richest	!	!
lighter	darker	darker
light	simple	fill
lightest	!	!
light	toilets	toilets
lighter	vacuum	vacuum
lightest	!	!
simpler	darker	darker
simple	simple	simple
simplest	!	!
simple	polymers	polymers
simpler	minimize	minimize
simplest	!	!
messier	!	!
messy	!	!
messiest	!	!
messy	toilets	toilets
messier	vacuum	vacuum
messiest	!	!
friendlier	non-league	motor
friendly	!	!
friendliest	!	!
friendly	toilets	toilets
friendlier	vacuum	vacuum
friendliest	!	!
higher	!	!
high	adjusting	adjusting
highest	!	!
high	attain	attain
higher	lowest	lowest
highest	59.5	59.5
stickier	!	!
sticky	atheism	atheism
stickiest	!	!
sticky	atheism	atheism
stickier	!	!
stickiest	!	!
pricier	!	!
pricey	atheism	atheism
priciest	!	!
pricey	atheism	atheism
pricier	!	!
priciest	!	!
greater	!	!
great	degraded	degraded
greatest	!	!
great	virtue	degraded
greater	all-time	all-time
greatest	reducing	reducing
busier	!	!
busy	atheism	atheism
busiest	!	!
busy	sochi	sochi
busier	ridership	ridership
busiest	!	!
tougher	!	!
tough	hinder	hunger
toughest	!	!
tough	hinder	hunger
tougher	!	!
toughest	!	!
stricter	!	!
strict	hinder	hunger
strictest	!	!
strict	hinder	hunger
stricter	!	!
strictest	!	!
stiffer	!	!
stiff	hinder	hunger
stiffest	!	!
stiff	hinder	hunger
stiffer	!	!
stiffest	!	!
riskier	!	!
risky	hinder	hunger
riskiest	!	!
risky	hinder	hunger
riskier	!	!
riskiest	!	!
stronger	!	!
strong	vigorous	vigorous
strongest	!	!
strong	strong	strong
stronger	strong	strong
strongest	fact	fact
classier	!	!
classy	1-yard	1-yard
classiest	!	!
classy	1-yard	1-yard
classier	!	!
classiest	!	!
gentler	!	!
gentle	1-yard	1-yard
gentlest	!	!
gentle	1-yard	1-yard
gentler	!	!
gentlest	!	!
leaner	!	!
lean	1-yard	1-yard
leanest	!	!
lean	1-yard	1-yard
leaner	!	!
leanest	!	!
bigger	!	!
big	receivers	receivers
biggest	!	!
big	tie	valleys
bigger	largest	largest
biggest	caterpillar	cores
luckier	!	!
lucky	1-yard	1-yard
luckiest	!	!
lucky	1-yard	1-yard
luckier	!	!
luckiest	!	!
warmer	cooler	cooler
warm	organism	vowel
warmest	subtropical	subtropical
warm	!	!
warmer	!	!
warmest	tyres	tyres
slimmer	harley	harley
slim	!	!
slimmest	wen	wen
slim	!	!
slimmer	!	!
slimmest	!	!
rougher	progressively	progressively
rough	!	!
roughest	grazing	grazing
rough	!	!
rougher	!	!
roughest	!	!
harder	thats	thats
hard	wishing	wishing
hardest	graphite	graphite
hard	boyz	boyz
harder	boyz	boyz
hardest	man-made	man-made
closer	cooler	cooler
close	assert	assert
closest	podlaskie	podlaskie
close	kilda	kilda
closer	74	84
closest	undeveloped	undeveloped
greener	yellowish	yellowish
green	!	!
greenest	yellowish	southerly
green	!	!
greener	!	!
greenest	!	!
kinder	somewhat	somewhat
kind	!	!
kindest	okrug	okrug
kind	!	!
kinder	!	!
kindest	!	!
sadder	cheese	cheese
sad	!	!
saddest	okrug	okrug
sad	!	!
sadder	!	!
saddest	!	!
quicker	pork	pork
quick	quickly	him
quickest	populous	uniting
quick	!	!
quicker	!	!
quickest	fuels	fuels
stiffer	thicker	thicker
stiff	!	!
stiffest	empires	empires
stiff	!	!
stiffer	!	!
stiffest	!	!
weaker	!	!
weak	vulnerable	vulnerable
weakest	!	!
weak	convince	convince
weaker	!	!
weakest	weakening	paler
slicker	!	!
slick	convince	convince
slickest	!	!
slick	convince	convince
slicker	!	!
slickest	!	!
closer	!	!
close	fringes	fringes
closest	!	!
close	hypotheses	hypotheses
closer	latitude	latitude
closest	add	add
older	!	!
old	deep	deep
oldest	!	!
old	traditional	traditional
older	miocene	miocene
oldest	younger	younger
wiser	!	!
wise	convince	convince
wisest	!	!
wise	convince	convince
wiser	!	!
wisest	!	!
cheaper	hydro	hydro
cheap	hook	hook
cheapest	!	!
cheap	hook	hook
cheaper	faster	faster
cheapest	!	!
simpler	thermodynamic	thermodynamic
simple	intriguing	blank
simplest	!	!
simple	hypotheses	hypotheses
simpler	polymers	polymers
simplest	!	!
fresher	pastures	pastures
fresh	!	!
freshest	!	!
fresh	hook	hook
fresher	faster	faster
freshest	!	!
bolder	rows	rows
bold	!	!
boldest	!	!
bold	hook	hook
bolder	faster	faster
boldest	!	!
cleaner	skirt	pastures
clean	searching	searching
cleanest	!	!
clean	hook	hook
cleaner	faster	faster
cleanest	!	!
poorer	generous	generous
poor	low-income	harvest
poorest	190	190
poor	separatist	separatist
poorer	indicators	indicators
poorest	disadvantaged	brain
messier	!	!
messy	!	!
messiest	!	!
messy	!	!
messier	!	!
messiest	!	!
narrower	costal	costal
narrow	ribs	ribs
narrowest	costal	waterfront
narrow	!	!
narrower	!	!
narrowest	39	39
noisier	quicker	learn
noisy	!	!
noisiest	measurable	horizontally
noisy	!	!
noisier	!	!
noisiest	!	!
riskier	than	than
risky	!	!
riskiest	kombat	kombat
risky	!	!
riskier	!	!
riskiest	!	!
steadier	decrease	decrease
steady	!	!
steadiest	1.9	1.9
steady	!	!
steadier	!	!
steadiest	!	!
swifter	bumper	bumper
swift	!	!
swiftest	1778	1778
swift	!	!
swifter	!	!
swiftest	!	!
tougher	costly	costly
tough	!	!
toughest	wanderers	orienteering
tough	!	!
tougher	!	!
toughest	!	!
meaner	averages	inertial
mean	!	!
meanest	1.9	1.9
mean	!	!
meaner	!	!
meanest	!	!
smoother	convex	tubes
smooth	!	!
smoothest	square	transistor
smooth	!	!
smoother	!	!
smoothest	!	!
milder	!	!
mild	yours	yours
mildest	!	!
mild	yours	yours
milder	!	!
mildest	!	!
earlier	!	!
early	devout	devout
earliest	!	!
early	maud	maud
earlier	mid-19th	mid-19th
earliest	derelict	derelict
tastier	!	!
tasty	yours	yours
tastiest	!	!
tasty	yours	yours
tastier	!	!
tastiest	!	!
faster	!	!
fastest	cheaper	safer
fast	!	!
fastest	craft	craft
faster	drumming	drumming
fast	cheaper	quicker
greater	!	!
great	authentic	authentic
greatest	!	!
great	gentry	gentry
greater	all-time	all-time
greatest	reducing	reducing
richer	analyzing	colon
rich	mighty	mighty
richest	!	!
rich	fuscous	reddish
richer	paler	paler
richest	!	!
tastier	!	!
tasty	!	!
tastiest	!	!
tasty	fuscous	fuscous
tastier	paler	paler
tastiest	!	!
thinner	thickness	thickness
thin	fiberglass	fiberglass
thinnest	!	!
thin	fuscous	fuscous
thinner	paler	paler
thinnest	!	!
rougher	'neal	'neal
rough	!	!
roughest	!	!
rough	fuscous	fuscous
rougher	paler	paler
roughest	!	!
luckier	plumage	ramsay
lucky	!	!
luckiest	!	!
lucky	fuscous	fuscous
luckier	paler	paler
luckiest	!	!
tighter	drumming	drumming
tight	!	!
tightest	!	!
tight	pulses	pulses
tighter	finer	finer
tightest	!	!
kinder	simpler	simpler
kind	!	!
kindest	!	!
kind	pulses	pulses
kinder	finer	finer
kindest	!	!
swifter	toro	toro
swift	!	!
swiftest	!	!
swift	pulses	pulses
swifter	finer	finer
swiftest	!	!
messier	!	!
messy	!	!
messiest	!	!
messy	pulses	pulses
messier	finer	finer
messiest	!	!
deeper	drumming	drumming
deep	rays	rays
deepest	!	!
deep	shallow	shallow
deeper	moist	moist
deepest	!	!
lower	lowest	lowest
low	upper	upper
lowest	!	!
low	temperatures	temperatures
lower	temperatures	temperatures
lowest	!	!
costlier	excessive	excessive
costly	!	!
costliest	!	!
costly	cool	cool
costlier	temperate	temperate
costliest	!	!
narrower	curving	curving
narrow	prasad	prasad
narrowest	!	!
narrow	cool	cool
narrower	temperate	temperate
narrowest	!	!
leaner	dire	dire
lean	!	!
leanest	!	!
lean	cool	cool
leaner	temperate	temperate
leanest	!	!
younger	perceive	perceive
young	altman	altman
youngest	!	!
young	kppen	kppen
younger	plateau	plateau
youngest	!	!
smaller	!	!
small	withstand	withstand
smallest	!	!
small	hairs	hairs
smaller	larger	larger
smallest	larger	larger
gentler	!	!
gentle	translucent	translucent
gentlest	!	!
gentle	translucent	translucent
gentler	!	!
gentlest	!	!
mightier	!	!
mighty	translucent	translucent
mightiest	!	!
mighty	translucent	translucent
mightier	!	!
mightiest	!	!
leaner	!	!
lean	translucent	translucent
leanest	!	!
lean	translucent	translucent
leaner	!	!
leanest	!	!
fancier	!	!
fancy	translucent	translucent
fanciest	!	!
fancy	translucent	translucent
fancier	!	!
fanciest	!	!
kinder	!	!
kind	ridges	ridges
kindest	!	!
kind	ridges	ridges
kinder	!	!
kindest	!	!
wider	!	!
wide	outward	outward
widest	!	!
wide	excavated	excavated
wider	bulbophyllum	bulbophyllum
widest	breadth	breadth
pricier	!	!
pricey	ridges	ridges
priciest	!	!
pricey	ridges	ridges
pricier	!	!
priciest	!	!
firmer	!	!
firm	ridges	ridges
firmest	!	!
firm	ridges	ridges
firmer	!	!
firmest	!	!
brighter	!	!
bright	plumage	plumage
brightest	!	!
bright	elliptical	elliptical
brighter	density	density
brightest	hindwings	hindwings
steadier	increase	increase
steady	!	!
steadiest	!	!
steady	curving	curving
steadier	curved	curved
steadiest	!	!
classier	!	!
classy	!	!
classiest	!	!
classy	curving	curving
classier	curved	curved
classiest	!	!
sadder	til	til
sad	!	!
saddest	!	!
sad	curving	curving
sadder	curved	curved
saddest	!	!
meaner	rotations	rotations
mean	!	!
meanest	!	!
mean	curving	curving
meaner	curved	curved
meanest	!	!
faster	gp	gp
fastest	slowing	slowing
fast	!	!
fastest	vulnerable	vulnerable
faster	differential	differential
fast	!	!
louder	!	!
loud	mountainous	mountainous
loudest	!	!
loud	mountainous	mountainous
louder	!	!
loudest	!	!
newer	!	!
new	landscaping	landscaping
newest	!	!
new	pointer	plateau
newer	ii	ii
newest	intel	intel
bloodier	!	!
bloody	mountainous	mountainous
bloodiest	!	!
bloody	mountainous	mountainous
bloodier	!	!
bloodiest	!	!
younger	!	!
young	devout	devout
youngest	!	!
young	plateau	plateau
younger	baronetage	baronetage
youngest	older	older
closer	!	!
close	meter	meter
closest	!	!
close	plateau	plateau
closer	latitude	latitude
closest	add	add
clearer	!	!
clear	guaranteed	guaranteed
clearest	!	!
clear	guaranteed	guaranteed
clearer	!	!
clearest	!	!
richer	!	!
rich	prohibits	prohibits
richest	!	!
rich	wealthiest	wealthiest
richer	racehorse	racehorse
richest	convenient	convenient
meaner	!	!
mean	guaranteed	guaranteed
meanest	!	!
mean	guaranteed	guaranteed
meaner	!	!
meanest	!	!
older	!	!
old	prohibits	prohibits
oldest	!	!
old	prohibits	prohibits
older	miocene	miocene
oldest	younger	younger
deeper	!	!
deep	unrestricted	unrestricted
deepest	!	!
deep	strong	strong
deeper	equator	nazism
deepest	deep	deep
tastier	!	!
tasty	!	!
tastiest	!	!
tasty	!	!
tastier	!	!
