rougher	smoother	smoother
few	than	39.6
fewest	one	one
few	shutouts	shutouts
fewer	cvp	cvp
fewest	than	39.6
sharper	65	65
sharp	derives	39.6
sharpest	blunt	blunt
sharp	!	!
sharper	!	!
sharpest	earliest	39.6
taller	65	individuals
tall	tall	37.2
tallest	height	height
tall	skyscraper	skyscraper
taller	65	64
tallest	tall	37.2
smoother	slightly	slightly
smooth	velvety	velvety
smoothest	striated	striated
smooth	!	!
smoother	!	!
smoothest	texture	velvety
nicer	montpellier	montpellier
nice	!	!
nicest	lyon	lyon
nice	!	!
nicer	!	!
nicest	!	!
broader	narrower	narrower
broad	broad	broadly
broadest	narrower	width
broad	anteriorly	anteriorly
broader	broader	broader
broadest	broadly	broadest
savvier	larger	smarter
savvy	!	!
savviest	shrewd	shrewd
savvy	!	!
savvier	!	!
savviest	!	!
greater	much	much
great	within	within
greatest	hornbill	snipe
great	notable	notable
greater	larger	previous
greatest	within	west-central
wilder	bison	bison
wild	hitchcock	hitchcock
wildest	bison	bison
wild	!	!
wilder	!	!
wildest	wyler	wyler
smoother	rounded	rounded
smooth	smooth	smooth
smoothest	convex	convex
smooth	!	!
smoother	!	!
smoothest	smoothed	smoothed
mightier	anaheim	wield
mighty	!	!
mightiest	avalanche	avalanche
mighty	!	!
mightier	!	!
mightiest	!	!
leaner	slimmer	slimmer
lean	!	!
leanest	leaning	leaning
lean	!	!
leaner	!	!
leanest	!	!
cleaner	waste	landfills
clean	clean	clean
cleanest	landfills	landfills
clean	!	!
cleaner	!	!
cleanest	cleaners	cleaners
narrower	broad	broad
narrow	late	mid-to-late
narrowest	broad	broad
narrow	mid-to-late	mid-to-late
narrower	wide	wide
narrowest	narrow	narrow
colder	warm	warm
cold	warmer	warmer
coldest	warm	warm
cold	lows	lows
colder	warmest	warmest
coldest	warmer	warmer
noisier	loud	rather
noisy	!	!
noisiest	loud	loud
noisy	!	!
noisier	!	!
noisiest	!	!
deeper	deeper	deeper
deep	mid	depths
deepest	deepest	deepest
deep	deep	deep
deeper	deep	deep
deepest	depths	depths
taller	taller	taller
tall	tall	tall
tallest	height	taller
tall	skyscraper	skyscraper
taller	skyscraper	skyscrapers
tallest	tall	tall
quicker	elder	quicker
quick	slower	slower
quickest	pace	pace
quick	montoya	montoya
quicker	montoya	biffle
quickest	slower	slower
narrower	elder	broad
narrow	wider	wider
narrowest	broad	broad
narrow	girl	girl
narrower	widest	widest
narrowest	wider	narrow
deeper	deeper	deeper
deep	depths	depths
deepest	deepest	deepest
deep	deep	deep
deeper	deep	deep
deepest	depths	depths
closer	elder	elder
close	girl	close
closest	eldest	eldest
close	close	friends
closer	close	close
closest	perihelion	perihelion
taller	taller	taller
tall	tall	tall
tallest	height	height
tall	skyscraper	skyscraper
taller	skyscraper	skyscraper
tallest	tall	tall
kinder	always	even
kind	lanceolate	auf
kindest	always	ever
kind	!	!
kinder	!	!
kindest	leben	leben
heavier	heavier	heavier
heavy	12cm	12cm
heaviest	heaviest	heaviest
heavy	12cm	10cm
heavier	heavier	heavier
heaviest	heaviest	heaviest
mightier	considerably	stronger
mighty	!	!
mightiest	streak	shutout
mighty	!	!
mightier	!	!
mightiest	!	!
leaner	heavier	lighter
lean	!	!
leanest	streak	streak
lean	!	!
leaner	!	!
leanest	!	!
smarter	intelligent	intelligent
smart	lanceolate	bracts
smartest	intelligent	intelligent
smart	lanceolate	lanceolate
smarter	much	much
smartest	bridges	bridges
milder	milder	milder
mild	summers	cool
mildest	winters	winters
mild	!	!
milder	!	?
mildest	winters	snowfall
weaker	weaker	weaker
weak	weak	weak
weakest	cyclones	cyclones
weak	good	wrong
weaker	weaker	weaker
weakest	strongest	strongest
friendlier	friendlies	friendlies
friendly	!	!
friendliest	friendlies	friendlies
friendly	!	!
friendlier	!	?
friendliest	!	!
livelier	thoughtful	thoughtful
lively	!	!
liveliest	witty	insightful
lively	!	!
livelier	!	?
liveliest	!	!
younger	teens	teens
young	brother	brother
youngest	talented	talented
young	younger	younger
younger	sons	eldest
youngest	brother	brother
clearer	than	than
clear	later	later
clearest	single-season	single-game
clear	hundred	forty
clearer	than	than
clearest	shutouts	shutouts
friendlier	friendlies	friendlies
friendly	!	!
friendliest	shutouts	shutouts
friendly	!	!
friendlier	!	!
friendliest	!	!
cleaner	cleaner	cleaner
clean	later	later
cleanest	shutouts	shutouts
clean	!	!
cleaner	!	!
cleanest	shutouts	shutouts
stronger	stronger	stronger
strong	earlier	earlier
strongest	single-game	single-game
strong	hundred	hundred
stronger	stronger	stronger
strongest	shutouts	shutouts
freer	versus	subscribers
free	still	still
freest	single-season	single-game
free	!	!
freer	!	!
freest	shutouts	shutouts
tougher	harder	tougher
tough	ncaa	ncaa
toughest	arguably	arguably
tough	pac-12	pac-12
tougher	tougher	tougher
toughest	enforces	enforces
funnier	entertaining	entertaining
funny	!	!
funniest	amusing	amusing
funny	comedy	second-season
funnier	funny	funny
funniest	!	!
nicer	lyon	maybe
nice	!	!
nicest	lyon	stade
nice	!	!
nicer	!	!
nicest	!	!
greater	larger	larger
great	within	within
greatest	greatest	greatest
great	all-american	all-americans
greater	larger	larger
greatest	within	within
bolder	serif	serif
bold	conference	pac-12
boldest	serif	serif
bold	!	!
bolder	!	!
boldest	uk	cursive
poorer	poorer	poorer
poor	poor	poor
poorest	impoverished	poorest
poor	impoverished	poor
poorer	poorer	poorer
poorest	poorest	poorest
messier	than	embarrassing
messy	galaxies	stellar
messiest	hilarious	hilarious
messy	!	!
messier	!	!
messiest	stellar	stellar
longer	shorter	shorter
long	although	although
longest	5cm	5cm
long	span	span
longer	shorter	shorter
longest	although	exception
harder	harder	harder
hard	difficult	difficult
hardest	disks	disks
hard	hard	hard
harder	harder	harder
hardest	hardest	hardest
wiser	considerably	smarter
wise	uncompromising	young
wisest	honest	clever
wise	!	!
wiser	!	!
wisest	hurricane	unprepared
earlier	late	late
early	later	later
earliest	late	late
early	earlier	earlier
earlier	dating	dating
earliest	few	few
sadder	feels	feels
sad	!	!
saddest	novi	novi
sad	!	!
sadder	!	!
saddest	!	!
darker	darker	darker
dark	paler	markings
darkest	pale	silvery
dark	haunts	haunts
darker	shadows	shadows
darkest	paler	brownish
quicker	quicker	quicker
quick	slower	vettel
quickest	pace	pace
quick	montoya	montoya
quicker	montoya	montoya
quickest	slower	fastest
brighter	brighter	brighter
bright	luminous	luminous
brightest	shades	shades
bright	star	star
brighter	constellation	star
brightest	brightest	brightest
cheaper	cheaper	cheaper
cheap	inexpensive	inexpensive
cheapest	inexpensive	inexpensive
cheap	cheaper	expensive
cheaper	cheaper	cheaper
cheapest	inexpensive	cheapest
higher	school	school
high	low	low
highest	school	school
high	second-highest	second-highest
higher	second-highest	second-highest
highest	low	minimum
fairer	expo	expo
fair	long	leathery
fairest	fairs	fairs
fair	essendon	essendon
fairer	essendon	kilda
fairest	harmonious	harmonious
wiser	intelligent	resourceful
wise	long	long
wisest	virtuous	virtuous
wise	!	!
wiser	!	!
wisest	goodness	goodness
taller	taller	taller
tall	tall	tall
tallest	50cm	50cm
tall	skyscraper	tall
taller	skyscraper	taller
tallest	tall	tall
poorer	poorer	poorer
poor	poor	poor
poorest	poorest	poorest
poor	poorer	poorer
poorer	poorer	poorer
poorest	poorest	poorest
messier	easier	complicated
messy	nebulae	nebula
messiest	frustrating	frustrating
messy	!	!
messier	!	!
messiest	nebulae	nebula
busier	safer	safer
busy	!	!
busiest	busiest	busiest
busy	hub	terminal
busier	metro	metro
busiest	!	!
taller	taller	taller
tall	tall	tall
tallest	height	taller
tall	skyscraper	skyscraper
taller	skyscraper	skyscraper
tallest	tall	height
trickier	easier	easier
tricky	!	!
trickiest	pharrell	akon
tricky	!	!
trickier	!	!
trickiest	!	!
higher	school	school
high	low	low
highest	prep	prep
high	second-highest	second-highest
higher	second-highest	second-highest
highest	low	low
slower	slower	slower
slow	pace	pace
slowest	slower	slower
slow	slower	slower
slower	slower	slower
slowest	slowest	slowest
smarter	phones	mobile
smart	intelligent	intelligent
smartest	phones	mobile
smart	brash	feisty
smarter	smarter	smarter
smartest	smartest	smartest
older	derives	cognate
old	65	alone
oldest	derives	derived
old	earliest	dating
older	dating	dating
oldest	65	living
stronger	stronger	stronger
strong	strong	strong
strongest	strongest	strongest
strong	strong	strong
stronger	stronger	stronger
strongest	strongest	strongest
cheaper	cheaper	cheaper
cheap	inexpensive	inexpensive
cheapest	cheaper	cheaper
cheap	affordable	affordable
cheaper	cheaper	cheaper
cheapest	cheapest	cheapest
classier	stylish	elegant
classy	!	!
classiest	stylish	stylish
classy	!	!
classier	!	!
classiest	!	!
bloodier	bloodiest	bloodiest
bloody	!	!
bloodiest	bloodiest	bloodiest
bloody	battles	battles
bloodier	battles	ensuing
bloodiest	!	!
wilder	deer	deer
wild	hitchcock	pre-code
wildest	deer	feral
wild	!	!
wilder	!	!
wildest	hitchcock	hitchcock
easier	easier	easier
easy	easy	easy
easiest	easier	easier
easy	easy	easy
easier	easier	easier
easiest	difficult	can
rougher	smoother	smoother
rough	!	!
roughest	smoothed	smoothed
rough	!	!
rougher	!	!
roughest	!	!
fresher	dried	dried
fresh	!	!
freshest	vegetables	juices
fresh	!	!
fresher	!	!
freshest	!	!
harsher	harsher	harsher
harsh	harsh	harsh
harshest	cruel	cruel
harsh	!	!
harsher	!	!
harshest	harsh	harsh
luckier	gonna	gonna
lucky	!	!
luckiest	nobody	nobody
lucky	!	!
luckier	!	!
luckiest	!	!
taller	taller	taller
tall	tall	tall
tallest	height	50cm
tall	skyscraper	towers
taller	skyscraper	taller
tallest	tall	tall
fatter	carbohydrates	carbohydrates
fat	!	!
fattest	carbohydrates	carbohydrates
fat	!	!
fatter	!	!
fattest	!	!
smoother	smoother	smoother
smooth	texture	velvety
smoothest	striated	striated
smooth	!	!
smoother	!	!
smoothest	smoothness	velvety
fresher	dried	dried
fresh	!	!
freshest	dried	dried
fresh	!	!
fresher	!	!
freshest	!	!
shorter	longer	longer
short	long	long
shortest	films	films
short	shorter	shorter
shorter	shorter	shorter
shortest	length	length
cleaner	sewage	cleaner
clean	cleaners	injector
cleanest	sanitation	sanitation
clean	!	!
cleaner	!	!
cleanest	injector	injector
fuller	longer	larger
full	phillips	wright
fullest	official	official
full	thrills	thrills
fuller	easier	easier
fullest	ellis	wright
firmer	firms	firms
firm	steering	steering
firmest	llp	brokerage
firm	!	!
firmer	!	!
firmest	shifter	shifter
better	better	better
good	good	good
best	said	said
good	nominated	nominated
better	awards	awards
best	good	good
mightier	devils	devils
mighty	!	!
mightiest	devils	he-man
mighty	!	!
mightier	!	!
mightiest	!	!
longer	wide	shorter
long	shorter	short
longest	centimeters	centimeters
long	span	span
longer	span	longer
longest	shorter	length
greener	shades	tint
green	podium	fourth
greenest	bright	bright
green	!	!
greener	!	!
greenest	environmentally	environmentally
tastier	delicious	delicious
tasty	!	!
tastiest	delicious	delicious
tasty	!	!
tastier	!	!
tastiest	!	!
nicer	montpellier	montpellier
nice	!	!
nicest	pretty	pretty
nice	!	!
nicer	!	!
nicest	!	!
slicker	heavier	heavier
slick	!	!
slickest	slow	energetic
slick	!	!
slicker	!	!
slickest	!	!
noisier	quieter	quieter
noisy	!	!
noisiest	loud	loud
noisy	!	!
noisier	!	!
noisiest	!	!
sadder	novi	novi
sad	!	!
saddest	novi	novi
sad	!	!
sadder	!	!
saddest	!	!
swifter	sheeran	sheeran
swift	!	!
swiftest	sheeran	125cc
swift	!	!
swifter	!	!
swiftest	!	!
nicer	lyon	lyon
nice	!	!
nicest	lyon	lyon
nice	!	!
nicer	!	!
nicest	!	!
softer	softer	softer
soft	soft	soft
softest	texture	texture
soft	!	!
softer	!	!
softest	firmer	overlying
trickier	wu-tang	wu-tang
tricky	!	!
trickiest	clocking	akon
tricky	!	!
trickier	!	!
trickiest	!	!
greener	yellow	colour
green	york	york
greenest	yellow	colour
green	!	!
greener	!	!
greenest	sustainable	innovation
clearer	even	even
clear	york	n.y.
clearest	even	searcy
clear	york	york
clearer	simpler	simpler
clearest	sharper	sharper
healthier	healthier	healthier
healthy	york	n.y.
healthiest	healthier	healthier
healthy	!	!
healthier	!	!
healthiest	wellness	wellness
faster	slower	slower
fastest	york	york
fast	slowest	slowest
fastest	york	york
faster	slow	slow
fast	slower	quicker
freer	available	available
free	york	york
freest	available	available
free	!	!
freer	!	!
freest	artist-in-residence	immersion
meaner	measured	measured
mean	!	!
meanest	approximate	approximate
mean	!	!
meaner	!	!
meanest	!	!
firmer	partners	partners
firm	fiction	fiction
firmest	partners	partners
firm	!	!
firmer	!	!
firmest	bipartite	polygon
bigger	conference	bigger
big	films	films
biggest	pac-10	pac-10
big	feature	feature
bigger	bigger	bigger
biggest	graph	graph
trickier	than	harder
tricky	!	!
trickiest	wu-tang	wu-tang
tricky	!	!
trickier	!	!
trickiest	!	!
deeper	deeper	deeper
deep	deep	deep
deepest	deepest	deepest
deep	deep	deep
deeper	deeper	deeper
deepest	depths	depths
gentler	heavier	heavier
gentle	!	!
gentlest	heaviest	heaviest
gentle	!	!
gentler	!	!
gentlest	!	!
costlier	expensive	expensive
costly	!	!
costliest	expensive	expensive
costly	!	!
costlier	!	!
costliest	!	!
lower	heavier	ratios
low	upper	illumination
lowest	ratios	ratios
low	wavelengths	illumination
lower	higher	higher
lowest	upper	upper
fancier	heavier	heavier
fancy	!	!
fanciest	heaviest	isotopic
fancy	!	!
fancier	!	!
fanciest	!	!
cleaner	heavier	cleaner
clean	illumination	illumination
cleanest	heaviest	heaviest
clean	!	!
cleaner	!	!
cleanest	cleaners	cleaners
steadier	faster	faster
steady	!	!
steadiest	gradual	deceleration
steady	!	!
steadier	!	!
steadiest	!	!
poorer	poorer	poorer
poor	poor	poor
poorest	poorest	poorest
poor	poor	poor
poorer	poorer	poorer
poorest	poorest	poorest
faster	slower	slower
fastest	slow	slow
fast	slowest	slowest
fastest	slow	slow
faster	slow	faster
fast	slower	slowest
cleaner	cleaner	cleaner
clean	cleaners	compressor
cleanest	sewage	landfills
clean	!	!
cleaner	!	!
cleanest	cleaners	cleaners
softer	softer	softer
soft	soft	soft
softest	velvety	velvety
soft	!	!
softer	!	!
softest	mellow	mellow
richer	richer	richer
rich	sewage	tailings
richest	!	!
rich	wealthiest	wealthiest
richer	wealthiest	wealthiest
richest	!	!
lighter	glow	glow
light	heavier	weight
lightest	!	!
light	heaviest	heaviest
lighter	heavier	heavier
lightest	!	!
simpler	simpler	simpler
simple	simple	simple
simplest	!	!
simple	cleaning	cleaning
simpler	simpler	simpler
simplest	!	!
messier	hotter	hotter
messy	galaxies	galaxies
messiest	!	!
messy	sewage	sewage
messier	cleaners	cleaners
messiest	!	!
friendlier	friendlies	friendlies
friendly	!	!
friendliest	!	!
friendly	sewage	sewage
friendlier	cleaners	cleaners
friendliest	!	!
higher	school	school
high	low	low
highest	!	!
high	second-highest	second-highest
higher	stringent	second-highest
highest	!	!
stickier	waxy	waxy
sticky	!	!
stickiest	!	!
sticky	stringent	stringent
stickier	stringent	stringent
stickiest	!	!
pricier	!	!
pricey	!	!
priciest	!	!
pricey	stringent	stringent
pricier	stringent	stringent
priciest	!	!
greater	admiration	admiration
great	within	within
greatest	!	!
great	enforced	enforced
greater	regulations	regulations
greatest	!	!
busier	traffic	traffic
busy	!	!
busiest	!	!
busy	regulations	enforces
busier	regulations	enforces
busiest	!	!
tougher	tougher	tougher
tough	tough	tough
toughest	!	!
tough	harsher	harsher
tougher	draconian	draconian
toughest	!	!
stricter	stringent	stricter
strict	regulations	strict
strictest	!	!
strict	harsher	harsher
stricter	punishments	punishments
strictest	!	!
stiffer	stiffer	stiffer
stiff	dampers	dampers
stiffest	!	!
stiff	harsher	harsher
stiffer	punishments	punishments
stiffest	!	!
riskier	high-risk	high-risk
risky	!	!
riskiest	!	!
risky	harsher	harsher
riskier	punishments	punishments
riskiest	!	!
stronger	stronger	stronger
strong	weaker	strong
strongest	!	!
strong	harsher	storms
stronger	harsh	moderate
strongest	!	!
classier	elegant	elegant
classy	!	!
classiest	!	!
classy	quarterback	quarterback
classier	tightened	tightened
classiest	!	!
gentler	cheerful	steeper
gentle	!	!
gentlest	!	!
gentle	quarterback	quarterback
gentler	tightened	tightened
gentlest	!	!
leaner	slimmer	slimmer
lean	!	!
leanest	!	!
lean	quarterback	quarterback
leaner	tightened	tightened
leanest	!	!
bigger	ncaa	ncaa
big	quarterback	quarterback
biggest	!	!
big	quarterback	quarter
bigger	bigger	bigger
biggest	!	!
luckier	tougher	gonna
lucky	!	!
luckiest	!	!
lucky	quarterback	quarterback
luckier	tightened	tightened
luckiest	!	!
warmer	warmer	cooler
warm	warm	warm
warmest	climates	climates
warm	coldest	coldest
warmer	warmer	warmer
warmest	colder	0c
slimmer	slimmer	slimmer
slim	example	example
slimmest	predicts	predicts
slim	!	!
slimmer	!	!
slimmest	chiral	chiral
rougher	smoother	smoother
rough	!	!
roughest	grit	grit
rough	!	!
rougher	!	!
roughest	!	!
harder	harder	harder
hard	easy	easy
hardest	disks	disks
hard	easy	easy
harder	harder	harder
hardest	difficult	compound
closer	closer	closer
close	close	close
closest	friendships	friendships
close	comparison	comparison
closer	closer	considerably
closest	close	close
greener	shades	shades
green	despite	despite
greenest	shades	shades
green	!	!
greener	!	!
greenest	environmentally	environmentally
kinder	think	think
kind	nacht	nacht
kindest	thing	thats
kind	!	!
kinder	!	!
kindest	wir	wir
sadder	melancholy	melancholy
sad	!	!
saddest	novi	novi
sad	!	!
sadder	!	!
saddest	!	!
quicker	quicker	quicker
quick	slower	slow
quickest	fast	quicker
quick	montoya	lap
quicker	montoya	montoya
quickest	slower	fastest
stiffer	softer	softer
stiff	dampers	dampers
stiffest	legs	fingers
stiff	!	!
stiffer	!	!
stiffest	wheels	wheels
weaker	weaker	weaker
weak	weak	weak
weakest	weaker	weaker
weak	even	therefore
weaker	stronger	stronger
weakest	weak	proof
slicker	sharper	sharper
slick	!	!
slickest	undeniably	terrific
slick	!	!
slicker	!	!
slickest	!	!
closer	closer	friendships
close	though	yet
closest	friendships	friendships
close	even	even
closer	closer	closer
closest	perihelion	ecliptic
older	derives	cognate
old	alone	alone
oldest	medieval	medieval
old	probably	probably
older	dating	dating
oldest	45	45
wiser	sharper	compassionate
wise	seems	yet
wisest	courageous	courageous
wise	!	!
wiser	!	!
wisest	quantification	quantification
cheaper	cheaper	cheaper
cheap	cheap	cheap
cheapest	biffle	logano
cheap	cheap	cheap
cheaper	cheaper	cheaper
cheapest	keselowski	keselowski
simpler	simpler	simpler
simple	simple	simple
simplest	montoya	keselowski
simple	simple	simple
simpler	simpler	simpler
simplest	kenseth	busch
fresher	dried	dried
fresh	!	!
freshest	montoya	kenseth
fresh	!	!
fresher	!	!
freshest	!	!
bolder	serif	typeface
bold	bold	bold
boldest	montoya	kenseth
bold	!	!
bolder	!	!
boldest	kahne	talladega
cleaner	cleaner	cleaner
clean	clean	clean
cleanest	kasey	kasey
clean	!	!
cleaner	!	!
cleanest	earnhardt	earnhardt
poorer	poorer	poorer
poor	poor	poor
poorest	impoverished	impoverished
poor	impoverished	poor
poorer	poorer	poorer
poorest	poorest	poorest
messier	lighter	bigger
messy	nebulae	nebulae
messiest	lightest	weighing
messy	!	!
messier	!	!
messiest	nebulae	nebulae
narrower	narrower	narrower
narrow	narrow	narrow
narrowest	narrower	narrower
narrow	narrow	narrow
narrower	narrower	narrower
narrowest	narrow	narrow
noisier	quieter	quieter
noisy	!	!
noisiest	loud	loud
noisy	!	!
noisier	!	!
noisiest	!	!
riskier	less	less
risky	!	!
riskiest	high-risk	asset
risky	!	!
riskier	!	!
riskiest	!	!
steadier	faster	faster
steady	!	!
steadiest	decline	slowed
steady	!	!
steadier	!	!
steadiest	!	!
swifter	gaga	gaga
swift	!	!
swiftest	gaga	gaga
swift	!	!
swifter	!	!
swiftest	!	!
tougher	tougher	tougher
tough	tough	tough
toughest	toughest	toughest
tough	tough	tough
tougher	harder	harder
toughest	wealthiest	toughest
meaner	10c	20c
mean	!	!
meanest	deviation	deviation
mean	!	!
meaner	!	!
meanest	!	!
smoother	smoother	smoother
smooth	texture	texture
smoothest	striated	striated
smooth	!	!
smoother	!	!
smoothest	wealthiest	cornering
milder	milder	milder
mild	mild	cool
mildest	winters	winters
mild	!	!
milder	!	!
mildest	winters	winters
earlier	late	late
early	girl	girl
earliest	late	late
early	extant	extant
earlier	extant	extant
earliest	later	later
tastier	delicious	delicious
tasty	!	!
tastiest	tasted	tasted
tasty	!	!
tastier	!	!
tastiest	!	!
faster	slowest	slowest
fastest	slower	slower
fast	slowest	slowest
fastest	slow	quick
faster	slow	faster
fast	slower	slower
greater	empathy	empathy
great	within	within
greatest	unparalleled	unparalleled
great	favorite	favorite
greater	list	list
greatest	within	within
richer	richer	richer
rich	rich	rich
richest	richest	richest
rich	brown	rich
richer	paler	wealthiest
richest	deepest	misery
tastier	delicious	delicious
tasty	!	!
tastiest	delicious	delicious
tasty	!	!
tastier	!	!
tastiest	!	!
thinner	thicker	thicker
thin	thick	thick
thinnest	layers	layers
thin	!	!
thinner	!	!
thinnest	thicker	1mm
rougher	smoother	smoother
rough	!	!
roughest	hardest	hardest
rough	!	!
rougher	!	!
roughest	!	!
luckier	gotten	gotten
lucky	!	!
luckiest	hardest	hardest
lucky	!	!
luckier	!	!
luckiest	!	!
tighter	tighter	tighter
tight	cola	cola
tightest	!	!
tight	texture	texture
tighter	harder	harder
tightest	!	!
kinder	always	think
kind	vom	vom
kindest	!	!
kind	texture	texture
kinder	harder	harder
kindest	!	!
swifter	gaga	gaga
swift	!	!
swiftest	!	!
swift	texture	texture
swifter	harder	harder
swiftest	!	!
messier	finer	hairstyle
messy	milky	milky
messiest	!	!
messy	texture	texture
messier	harder	harder
messiest	!	!
deeper	deeper	deeper
deep	deep	deep
deepest	!	!
deep	deep	deep
deeper	deeper	deeper
deepest	!	!
lower	higher	higher
low	upper	upper
lowest	higher	higher
low	highest	low
lower	higher	higher
lowest	upper	upper
costlier	expensive	expensive
costly	!	!
costliest	expensive	expensive
costly	!	!
costlier	!	!
costliest	!	!
narrower	narrower	narrower
narrow	broad	broad
narrowest	broad	narrowest
narrow	wide	wide
narrower	narrower	narrower
narrowest	narrow	narrow
leaner	leaning	slimmer
lean	!	!
leanest	leaning	leaning
lean	!	!
leaner	!	!
leanest	!	!
younger	adults	adults
young	brother	brother
youngest	teenager	teenager
young	younger	younger
younger	younger	younger
youngest	brother	brother
smaller	smaller	smaller
small	large	large
smallest	!	!
small	forelimbs	forelimbs
smaller	smaller	smaller
smallest	!	!
gentler	cheerful	steeper
gentle	!	!
gentlest	!	!
gentle	legs	legs
gentler	thicker	thicker
gentlest	!	!
mightier	considerably	considerably
mighty	!	!
mightiest	!	!
mighty	legs	legs
mightier	thicker	thicker
mightiest	!	!
leaner	considerably	considerably
lean	!	!
leanest	!	!
lean	legs	legs
leaner	thicker	thicker
leanest	!	!
fancier	dresses	flashy
fancy	!	!
fanciest	!	!
fancy	legs	legs
fancier	thicker	thicker
fanciest	!	!
kinder	think	think
kind	leben	aus
kindest	!	!
kind	blunt	blunt
kinder	clearer	clearer
kindest	!	!
wider	width	10cm
wide	broad	broad
widest	!	!
wide	blunt	blunt
wider	narrower	narrower
widest	!	!
pricier	!	!
pricey	!	!
priciest	!	!
pricey	blunt	blunt
pricier	clearer	clearer
priciest	!	!
firmer	consulting	consulting
firm	biting	biting
firmest	!	!
firm	blunt	blunt
firmer	clearer	clearer
firmest	!	!
brighter	brighter	brighter
bright	bright	bright
brightest	!	!
bright	constellation	carina
brighter	brighter	brighter
brightest	!	!
steadier	faster	faster
steady	!	!
steadiest	gradual	popularity
steady	!	!
steadier	!	!
steadiest	!	!
classier	stylish	sleek
classy	!	!
classiest	stylish	stylish
classy	!	!
classier	!	!
classiest	!	!
sadder	happy	depressing
sad	!	!
saddest	happy	feeling
sad	!	!
sadder	!	!
saddest	!	!
meaner	10c	10c
mean	!	!
meanest	10c	10c
mean	!	!
meaner	!	!
meanest	!	!
faster	slower	slower
fastest	slower	slow
fast	rosberg	rosberg
fastest	slow	slow
faster	faster	faster
fast	slower	fastest
louder	!	!
loud	dreamy	dreamy
loudest	!	!
loud	calm	cheerful
louder	!	!
loudest	quieter	quieter
newer	!	!
new	cheerful	dreamy
newest	!	!
new	cheerful	thoughtful
newer	campus	campus
newest	compatible	compatible
bloodier	!	!
bloody	calm	cheerful
bloodiest	!	!
bloody	battles	dreamy
bloodier	battles	battles
bloodiest	!	!
younger	!	!
young	brother	elder
youngest	!	!
young	dreamy	dreamy
younger	sons	sons
youngest	brother	brother
